name,artists,id,release_date,hit
Blood And Fire,Van Halen,0WxdMlpbhf9JaDmlAcsKMO,2012-02-07,0.0
Blood for Poppies,Garbage,5zLOo5CnYIf9eQ4bD5wKaU,2012-05-14,0.0
Bloodflood,alt-J,306zYyz3PFvBgLFGOCy9Xb,2012-09-18,0.0
Bloody Mary (Nerve Endings),Silversun Pickups,4nL5zDcWulQiYN6i9S98kW,2012-05-08,0.0
Blow Me (One Last Kiss),P!nk,4k80K0b6KZ2QjAYkXON7q6,2012-09-18,1.0
Blown Away,Carrie Underwood,0vFMQi8ZnOM2y8cuReZTZ2,2012-05-01,1.0
Blue,First Aid Kit,3REOWrdJIq9S1kufqY30ah,2012-01-24,0.0
Blue Boy,Gordon Bahary,1PTatKPJbZl4R2SFnVHwxm,2012-08-28,0.0
Blue Jeans,Lana Del Rey,2lFTzUnuGaWlWHJQokjRyb,2012-11-12,0.0
Blue Paper,Yeasayer,5XW9jZioQ847HzyR7sdXJg,2012-08-21,0.0
Blunderbuss,Jack White,2bItWLPlRV0k38WVcNrLUS,2012-04-20,0.0
Bob Dylan Is Dead,Marvin Etzioni,32dWPrTr9RWOU2mnBHnuh6,2012,0.0
Body Electric,Lana Del Rey,6rsXPxIVXPo4bPhZA5vLUX,2012-11-12,0.0
Bom Bom - Radio Edit,Sam And The Womp,0d5f6gzzW1Pgx9uJsLrSDP,2012-08-17,0.0
Bombs,Dawn Richard,6Cnkf55meyml8wSJK0ZySU,2012-03-27,0.0
Bombs,Gaz Coombes,1zpmsoZFhaRn7ltJEZcrI6,2012-05-21,0.0
Bombs Away (feat. Morgan Freeman),"B.o.B, Morgan Freeman",591CsLWV7pXcDGqxdhskDk,2012-04-27,0.0
Bones,Michael Kiwanuka,1r0YmhJ6BxgItlDNzYRENK,2012-01-01,0.0
Bones,Randy Stonehill & Buck Storm,1e79ICCqj2X9HSVwbxVnZD,2012-01-18,0.0
Bones,Young Guns,7e5xSRGOpvzqIGN40g5Rtp,2012-02-03,0.0
Bones Of Birds,Soundgarden,5rVGJzB86YpW3PzlHeptEE,2012-11-13,0.0
Boom Boom,Rye Rye,16dJvMKPm7wmlgTI3QsmD8,2012-01-01,0.0
Bootlegger's Boy,Old Crow Medicine Show,0IpUkA1smHEDEvuQrHE1as,2012-07-17,0.0
Born Again (feat. Bon Jovi),"Big & Rich, Bon Jovi",65a9IiidMnt1hg0xdwvKf1,2012-09-18,0.0
Born and Raised,John Mayer,5RYTpsSI7op7UZznXWqhIP,2012-05-18,0.0
Born to Sing,Van Morrison,5D2NQR0HLYIeyEtCQ8zAM6,2012-10-02,0.0
Borrowed,LeAnn Rimes,65n9JJBt11DvVGTlYjy9q3,2013-04-09,0.0
Both of Us (feat. Taylor Swift),"B.o.B, Taylor Swift",3r9bgSJlJz2zlevcBRYXko,2012-04-27,1.0
Boyfriend,Justin Bieber,3UGIZ8qcrMTwzLbx6Kttqt,2012-01-01,1.0
Boyfriend,RaeLynn,71fbIsRGkm6WG9CTGyvEum,2018-09-07,0.0
Boys & Girls,Alabama Shakes,1A2hmJG6PSP92pj42MFm4W,2012-04-10,0.0
Brand New Me,Alicia Keys,0827eActpDYORuhgvWB0oY,2012-11-26,0.0
Break Away,Gordon Bahary,5rR5MnpDmE1OVyNH55qmEU,2012-08-28,0.0
Break Down These Walls,Melanie Fiona,5Wch3ks6AxXvVUeoemY6Ic,2012-01-01,0.0
Break In,Halestorm,5Q7pjvFqm4Pk0voGgutt5G,2012-04-09,0.0
Break Ya Back,"Timbaland, Dev",4GQL50FHlcvHYlfcEiWoDv,2012-01-01,0.0
Breakdown More,Eric Hutchinson,2sqNYse3PoPzzOA2j2jTlZ,2012-04-13,0.0
Breakfast,Chiddy Bang,25adE2YxsGmhMJ1e4qDkYm,2012-02-28,0.0
Breakfast (Syrup) (feat. 2 Chainz),"Kreayshawn, 2 Chainz",6e6NwxSLyySncihB4WmoIX,2012-09-14,0.0
"Breaking Down - MTV Unplugged, 2012",Florence + The Machine,1ajizg9ZxH6gwfBc8gw4Nj,2012-01-01,0.0
Breaking The Law,Emeli Sandé,2XPJ2TT4NpGq0FK8C7QS4B,2012-01-01,0.0
Breath Of Life,Florence + The Machine,5xze6PuNHYQhTWAPMSfDsB,2012-01-01,0.0
Breathe,Delilah,2LbNdMy5XrYx3IUeufpvrf,2012-05-01,0.0
Breathe Armageddon,Cancer Bats,2aGOtnlxtrHxHyp6kL3Hk8,2012-04-24,0.0
Breezeblocks,alt-J,3n69hLUdIsSa1WlRmjMZlW,2012-09-18,0.0
Bricks and Mortar,Cancer Bats,1qks5dwwOIFAXSwAIM70fG,2012-04-24,0.0
Bright Lights,"Tinchy Stryder, Pixie Lott",6fbbg7VzHuUD78ZOTiqDyU,2012-04-02,0.0
Bring 'Em Down,lostprophets,2r5pwRbR9erlTb6PnEtm1S,2012-04-02,0.0
Bring It On Home,Kix Brooks,4I1JYY51J72q3GDVbd6miH,2012-09-11,0.0
The Broken,Bebo Norman,2R1T8nIB8PWmRdpmRo2EN3,2012-01-01,0.0
Broken,Jake Bugg,1Bph2KY0MA2JUiX5uADWjZ,2012-01-01,0.0
Broken Crown,Mumford & Sons,3xyfjVAwx5OAdhs40MtRxE,2012-09-25,0.0
Brother Mine,Suzanne Vega,0iNE7HMhQdUBxDyD2MTEaa,2012-09-23,0.0
Brother Song,Circa Survive,3TnVUHBDcZzARlhtb3hqcc,2012,0.0
Bruises (feat. Ashley Monroe),"Train, Ashley Monroe",3adeqciqrsp6PQqR0hGDC7,2012-04-17,1.0
BU2B2,Rush,3zkVj459Ihoe84z3C7qlqY,2012-06-11,0.0
Bubblegum Bitch,MARINA,6IbnUaczZBT34DhaD6S18F,2012-04-30,0.0
Bucket List,Nelly Furtado,2SycAFE4fCPfLTlaeL5SHm,2012-01-01,0.0
Buffalo Soldier (feat. Shyne),"Matisyahu, Shyne",3ZpROCXzEFU9K28PPpANh3,2012-07-17,0.0
Bug Hunt,Skrillex,2oG7kdpl2jegeG5ASKXpcw,2012-01-01,0.0
Bullethead,Van Halen,4A5W1YfKFIZjJrJ5HPey2r,2012-02-07,0.0
Bulls In The Bronx,Pierce The Veil,23UoI3jlFiWdo5jadUYo69,2012-07-17,0.0
Bully,Shinedown,0Ldlex2J63L6Dop9Pk2Rz9,2012-03-23,0.0
BURN IT DOWN,Linkin Park,7oVEtyuv9NBmnytsCIsY5I,2012-06-20,1.0
Burn That Candle Down,Richie Sambora,6nbmowSjyFQ5vXGfUl0hiq,2012-09-18,0.0
By Crooked Steps,Soundgarden,0g63pVqj263CMsnm7H6BtN,2012-11-13,0.0
Bye Baby,Nas,3CX4Ygh1Wb7yYO0BQGhNyJ,2012-01-01,0.0
C'Mon,Kesha,4bO6IzKXMWhmncfIO9GBq2,2012-11-30,1.0
C’mon Let Me Ride,"Skylar Grey, Eminem",46nE5I2lF16WoVyCRtGKKK,2013-01-01,0.0
Caliban's Dream,"Underworld, Alex Trimble",7afq38F7hHLp2XBf6U9x03,2012-01-01,0.0
California 37,Train,6nrdjKxI39FvwMhX5mSLJV,2012-04-17,0.0
California Daze,Peace,3eweLNgzbNTaovEp0usUqr,2012-09-07,0.0
Call Me the Breeze,Beth Orton,3dP1f7L5XyiX5q2LB8Ywsg,2012-10-02,0.0
Call Me Up,Thomas Rhett,78GjajEEFelJf4Ibk3q7GL,2013-01-01,0.0
Call My Name,Cheryl,5o7TXypciBNWzWLE6Hdzuz,2012-01-01,0.0
Call You Out,Flyleaf,6MLiQIWMaTaaOB04R1VC0k,2012-01-01,0.0
Cameo Lover,Kimbra,6mEDMe0zG5pYrsRxizjauk,2011,0.0
"Can You Hear Me? (Ayayaya) (feat. Skepta, Jme & Ms D)","Wiley, Jme, MSD, Skepta",0zmMSFU9c46I2mmw34a4XF,2017-03-17,0.0
Can You Learn (feat. R. Kelly),"T.I., R. Kelly",12QnX7QG0qF2S5h3hJfos5,2012-12-18,0.0
Can You Save Me?,Hoobastank,3RMvYC4dfnSUFYz0h3Za9L,2012-09-11,0.0
Can't Get Enough,lostprophets,0StMzqM6fwayQSIGlhWSwY,2012-04-02,0.0
Can't Go Back,Little Big Town,1rIvIifhYqdH5OHQjvbykW,2018-01-19,0.0
Can't Go Wrong,Phillip Phillips,22u0bVblodXzifcToTjrC1,2013-01-01,0.0
Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,3bidbhpOYeV4knp8AIu8Xn,2012-10-09,1.0
Can't Live in a World,Cover Drive,4cAX0xvRR7ZEmLd2AhS32j,2012-05-07,0.0
Can't Say No,Conor Maynard,56NXZjpHVibWNylMIPWbiY,2012-10-31,0.0
Can't Shake You,Gloriana,1lNl7zRexUwxQ20OKONF3A,2012-07-27,1.0
Can't Stop Lovin' You (with Carrie Underwood),"Aerosmith, Carrie Underwood",4QiiT9eRGGSDZAxKN5BM46,2012-11-06,0.0
Candles,Beth Orton,1K76h9AdI6zslX85IE3jof,2012-10-02,0.0
Candles,Rufus Wainwright,7mK2HLpVWM6J4hI2MARoOc,2012-01-01,0.0
Candles in the Sun,Miguel,5lDSemGSvZeL8n5h8SGoG2,2012-09-28,0.0
Candy,Robbie Williams,5NlFXQ0si6U87gXs6hq81B,2012-11-05,0.0
Capitol (feat. 2 Chainz),"Curren$y, 2 Chainz",5fw1OTmI7ksd1SPVREYopG,2012-06-01,0.0
Careless World,Tyga,1opENMHO9v3UGWdb3UxlfK,2012-01-01,0.0
Carmen,Lana Del Rey,2wiXEarKt55K8aW8elRqDW,2012-11-12,0.0
Carnies,Rush,1E67jlQYbkbYwAuYBUM3k4,2012-06-11,0.0
Carolina Rose,Gloriana,498zhvMzjoIgsOxlhXVpk5,2012-07-27,0.0
Carrie,Shiny Toy Guns,3hD1zOjw0AfDPhYy3mGrxB,2012-10-22,0.0
Carried Away,Passion Pit,52a6VcF23v5HB7KfDEmBHq,2012-07-23,0.0
Carry On,fun.,7gpy7sfWPNuOKmUNs3XQYE,2012-02-21,1.0
Carry On,Avenged Sevenfold,1hrfvLgEC9lci0kB89QEQ0,2012-09-24,0.0
Cars Not Leaving,Gabriel Bruce,2Fvvez4jjuTF5vrDESR2qV,2013-01-01,0.0
CASTLE OF GLASS,Linkin Park,1r1fPuhj9H4VdXr7OK6FL5,2012-06-20,0.0
Casual Sex,My Darkest Days,4akbPW1whJ6VDvXYeTA3vX,2012-01-01,0.0
Catch My Breath,Kelly Clarkson,5qxPabNDnJQ551Tf4v6k3j,2012-11-19,1.0
Catching Feelings,Justin Bieber,5uDuOnjJ0MrfJxvEHPpJap,2012-06-15,0.0
Caught me Slippin,"Starboy Nathan, Flo Rida",1R6D2ENGANIvDUxXK6yoNL,2011-09-18,0.0
Cauterize,As I Lay Dying,0aypXp56jCD4GN3UxMIy4y,2012-09-25,0.0
Caves (Album Version),Data Romance,23GDscNSv53uZJ0Hyeloq9,2012-09-18,0.0
Cease Fire,Christina Aguilera,4fW1SSP6M3SEvKeNDtzLBI,2012-11-09,0.0
"Celebrate (From the Motion Picture ""Sparkle"")","Whitney Houston, Jordin Sparks",1MMcbH7eDXf4U86NnYm6ay,2012-07-27,0.0
Celebrate,"MIKA, Pharrell Williams",7mJPnJpj6RnjxwdOm3yb4O,2012-01-01,0.0
Celebrate,Kid Rock,3K5LuLeFC87Jybb3egYZmv,2012-11-16,0.0
Celebration,"The Game, Chris Brown, Tyga, Wiz Khalifa, Lil Wayne",3DpqHuPTyeHWEp3lN8G0oq,2012-01-01,1.0
Celebrity,Alanis Morissette,7KJn2aGEfm1zw8Bcr4BAJa,2012-08-22,0.0
Center of It,Chris August,2LhBYbkGgmfT3GQYRMYObz,2012-08-21,0.0
Chained,The xx,1E5HgxGmPFETzZp6g929hu,2012-09-10,0.0
Chains,Soulfly,6yyCVh60FkCT4MGpe9nlrc,2012-03-09,0.0
Chalk Outline,Three Days Grace,0XGV1bem5W9ICY2rgleryV,2012-10-02,0.0
Champion,"Nicki Minaj, Nas, Drake, Jeezy",5pscnncZL1QvQKC5DWi5AW,2012-01-01,0.0
Champion,The Chevin,28R290UQZxslNAt5OYqjoG,2012-09-25,0.0
Champions,"Kevin Rudolf, Limp Bizkit, Birdman, Lil Wayne",4ybRBrb9DmqnCpPcpEyBns,2012-01-01,0.0
Change,Churchill,331q5cdwo9aq7ih6bSpoOa,2013-01-01,0.0
Change My Mind,Billy Ray Cyrus,4HOau5H8WkIYXMPsywoXUW,2012-09-25,0.0
"Change of Heart, Pt. 2",The Vaccines,6Be0UjOGptTtj7YWBUKIs2,2012-09-03,0.0
Change The Record,"Melanie Fiona, B.o.B",2EsOrfxGAEjMafUu8qLlq5,2012-01-01,0.0
Change Your Life,Little Mix,1nDQ9EvOmLj1dYKRbbqcoU,2012-11-19,0.0
Changed,Rascal Flatts,7ClZTubD4KudpEuBysLMUI,2012-01-01,1.0
Charge (Radio Edit),Sway,6hTrDrNPmC2URP1AZI2u22,2013-01-11,0.0
Charlie Ain't Home,ZZ Ward,4MW6gmUtDHtLkaTjYWeTEk,2012-01-01,0.0
Charmer,Aimee Mann,6G0eNPlsKNjMNHsK3Ubp13,2012-09-18,0.0
Chartreuse,ZZ Top,6Q1zqRC5160b9hIlSaZndu,2012-09-11,0.0
Chasin' Papers (feat. Pharrell),"Curren$y, Pharrell Williams",5wpDupdKxD4aKNV8kbtdYt,2012-06-01,0.0
Chasing The Sun,The Wanted,4b4c0oH7PtrPsI86drzgFs,2012-01-01,1.0
Cheerleader - Felix Jaehn Remix Radio Edit,OMI,023OVLNzXhX0j7CxswUt6D,2015-10-16,1.0
Cherry Pie,Edens Edge,4fARjhRaL8WrIle0e3ntGj,2012-01-01,0.0
Cherry Wine,"Nas, Amy Winehouse",4csyu5nwd3JPbQdrrubiNn,2012-01-01,0.0
Chi-Town,The Cribs,6by8ib53OiCTb3zDOUV3Wm,2012-04-30,0.0
Chickens in the Pen,Kid Rock,7hkfmMxBcWNTacMwpjRD2G,2012-11-16,0.0
China Town,Van Halen,75DRLdlhWuDoyzvwlsYSkR,2012-02-07,0.0
Chokehold,Adam Lambert,3T1B6mWbCuNUTdoXt7xPYK,2012-05-08,0.0
Choosing Sides,Field Music,3PNYZeKsUfm1ks7giH1Myx,2013-04-02,0.0
Christ Alone,Edens Edge,5DmcQleBT5RDHQd05k4Bur,2012-01-01,0.0
Christmas Comin' Round Again,Scotty McCreery,3q0cBVe0GOtgqPUO8vs011,2012-01-01,0.0
Christmas In Heaven,Scotty McCreery,1cJfZzWsmQkEuwpA5YFIAR,2012-01-01,0.0
Christmas In The Sand,Colbie Caillat,2viEfz2Y3y0Bqs6jewnvYr,2012-01-01,0.0
Chum,Earl Sweatshirt,6plT7nFGiXKSBP9HFSI4ef,2013-08-16,0.0
Cigarettes & Truckstops,Lindi Ortega,51sj3Lz9f4MgVfxoFfdsMx,2012-10-02,0.0
The Circle In The Square,Flobots,42y485jxDqfe5GIoy7svPH,2012-08-28,0.0
Circles,Nelly Furtado,2JpEAFE9zCX1He4JMrlhBx,2012-01-01,0.0
Circles,Christina Aguilera,1nE2F3IhoFPNvAi22yhtJD,2012-11-09,0.0
Circles,Passenger,5cj2g0s91RSoKpkAyqs2gQ,2013-02-17,0.0
Circles Around the Sun,Dispatch,0wPjixrohAk53Z2IIhjLRJ,2012-08-21,0.0
Clarity,"Zedd, Foxes",60wwxj6Dd9NJlirf84wr2c,2012-01-01,1.0
Clean Slate,M. Ward,41NChYo1ZXt64BIBr5nN6l,2012-04-10,0.0
Climax,Usher,5pyVqlqThcxI7tPDjHIzPh,2012-06-12,1.0
Climb On Board,Labrinth,0abPx3XBX01i0FnzXgxKRv,2012-04-02,0.0
Clique,"Kanye West, JAY-Z, Big Sean",65rRB2mspD309xE6YimZTl,2012-01-01,1.0
Clockwork Angels,Rush,0mhh1nYcfI2uKkCaxKdGYT,2012-06-11,0.0
Close Enemies,Example,4EnGuiadITmcwqftSKEI23,2012-11-19,0.0
Close To You,Neon Trees,0QGRhDnZtSUbaighbPENYW,2012-01-01,0.0
Closer,Sara Arias,5j0SvoSBSzBaXGD0IQdmA4,2012-07-31,0.0
Closer,Aerosmith,3GFGXagEwr2dOw8W6poCW3,2012-11-06,0.0
Clouds,Newton Faulkner,3h1Q9vIIwgqdefiOEk2xX0,2012-07-06,0.0
Clouds,Zach Sobiech,1ad6CbExeZneBGswe5YuSD,2012-12-14,0.0
Clown,Emeli Sandé,0EGVOnw876hry5JOK0ZaeV,2012-01-01,0.0
Cocaine and Gin,Kid Rock,6rqKSuuCcMEp5P6kq79B9b,2012-11-16,0.0
Cola,Lana Del Rey,6LrNqp69g8ngQ0Oem7DGWK,2012-11-12,0.0
Cold,"Kanye West, DJ Khaled",4eOJxoVUcN0kFX3ymAoREV,2012-01-01,0.0
Cold Beer Country,Toby Keith,5P48lrJPS3BpdIDcwTS3gO,2012,0.0
Cold Shoulder,Josh Turner,5u0GfZanqNtjFWx1iZq8gc,2012-01-01,0.0
Colorado,Lukas Nelson and Promise of the Real,28RZDRLY6tU7Mbw390BiDM,2012-04-10,0.0
Come Alive,Leona Lewis,01Fr5wRcaOrpQSTR2XCZ7c,2012-10-15,0.0
Come Along,"Vicci Martinez, CeeLo Green",1FWolkqcWFxPLSrOXTZWsI,2012-01-01,0.0
Come Healing,Leonard Cohen,0CzfRFgFqhDMNQjUm6mFPH,2012-03-28,0.0
Come into My Head - M-Phazes Remix,"Kimbra, M-Phazes",1wfDbqbRmKbXBc6eiVGRFB,2012-09-28,0.0
Come On A Cone,Nicki Minaj,4HJ8PUKMGrqApp1U6IIaZF,2012-01-01,0.0
"Come on, Be a No-One",The Cribs,7BhzUUgco167ieqYbmDA44,2012-04-30,0.0
Come Over,Kenny Chesney,6BCrbWBpb8d6KWmEqZ41tr,2012-06-19,1.0
Come Taste the Rainbow,Example,5bD0oOIAUH2lgIBIcnIWxD,2012-11-19,0.0
Come Wake Me Up,Rascal Flatts,5mCttXluvE0gaIArboAoFA,2012-01-01,1.0
Come with Me Now,KONGOS,2kWowW0k4oFymhkr7LmvzO,2014-01-27,1.0
Comeback Kid,Sleigh Bells,5kQmMdo4aHzdzPKZxl7Wf1,2012-02-21,0.0
Coming To America,K'NAAN,0tNbIIU5ojG1gFhoxRhC5s,2012-01-01,0.0
Common Man,Black Country Communion,7eZxoND9HrwqHqT58mCUb1,2012-10-30,0.0
Compton,"Kendrick Lamar, Dr. Dre",1wf4LnpdAhLaoI2WwYDKAE,2012,0.0
Confessor,Black Country Communion,6ze6uxEbJDAl5yTnfB5sxW,2012-10-30,0.0
Constant Conversations,Passion Pit,3p9x4bK5bwmgXE6POMvOp0,2012-07-23,0.0
Constantine's Dream,Patti Smith,3OYA75IlID2lmVG7GcpEeH,2012-06-01,0.0
Constellations,Enter Shikari,3Yjnzh2DSwZpzJF2Z507D4,2012-01-17,0.0
Control,Garbage,3kvGsbyh3nC3rdxKg9oJ7V,2012-05-14,0.0
Coral Blue,Converge,0d8kWyO18hOP1y4611zNG6,2012-10-09,0.0
Corn Star,Craig Morgan,7yfnWETA8rgwI49XKn1ZV4,2012-02-28,0.0
Coronation,Damon Albarn,7nZfd05LPUbEaIJCTrqouD,2012-05-07,0.0
Cough Cough,Everything Everything,6I5cQVYvoc5dqpyYvYHpSw,2013-01-14,0.0
Count Me Out,PUSHERJONES,5eiPvAaeuSF5roTrsd9tLO,2012-01-01,0.0
Counterfeit,Tulisa,62K8ChTc8Y796RgDLSuSEQ,2012-01-01,0.0
Country Boys Like Me,Craig Morgan,40rHOWad58ODjoiI4tfAGz,2012-02-28,0.0
Country Song,Jake Bugg,0XY9YAtkp5GXMuFdkZk8Xp,2012-01-01,0.0
Courage,Peter Gabriel,1SeZHSmP09eYHXfMoGNrLM,2019-09-13,0.0
Courtesy Call,Thousand Foot Krutch,0AOmbw8AwDnwXhHC3OhdVB,2012-04-17,0.0
Cowboys and Angels,Dustin Lynch,5ksoJlQJtduEkwQTo7UN7X,2012-08-21,1.0
CPU,"Big Boi, Phantogram",4ejHYIyUfGoAYscal3ygCb,2012-01-01,0.0
Crack Rock,Frank Ocean,5lcyIeEfwZTs8Ajw3kdF7P,2012-07-10,0.0
Cracks In Mr. Perfect,Ne-Yo,0ZE2uoGTAFuxn6aLy6eP0F,2012-01-01,0.0
Crash,SafetySuit,2WOSt5k8G3byNXCkxkTTBP,2012,0.0
Crawl,Black Country Communion,2DXPnTejYkEdbRFAYnHBo5,2012-10-30,0.0
Crawl After You,M. Ward,4qBdjCN8UmoZITZZGnhuVw,2012-04-10,0.0
Craziest Things,"Cheryl, will.i.am",4lHh6vVeKPcEYHnjjYxn4j,2012-01-01,0.0
Crazy Kids,Kesha,1sNctqVr9zdS7i1RZNjIgY,2012-11-30,0.0
Crazy One More Time,Kip Moore,7hz6uMu2307hndiLAvp9oQ,2012-01-01,0.0
Crazy to Love You,Leonard Cohen,0BBgo2AFdRo0hGqErQm3UC,2012-03-28,0.0
Crazy World,Boys Like Girls,04hZt915q6pqzxXuPsGG9z,2012-12-11,0.0
Crazytown,Aimee Mann,3mLhgbpxQh8va8c5ABMBcm,2012-09-18,0.0
Crucifix,Demon Hunter,3mIinBcQwppTzuPPcNNRhz,2013-06-01,0.0
Cruise,Florida Georgia Line,0i5el041vd6nxrGEU8QRxy,2012-01-01,1.0
Cruising California (Bumpin' In My Trunk),The Offspring,6yQOK20N0ZQhso751ow5xj,2012-06-26,0.0
Crush,Sleigh Bells,1hDCc9dY0e56ZyGAYYkZsy,2012-02-21,0.0
Cry Freedom,Black Country Communion,3saSgv5OouLk84CjNC5olS,2012-10-30,0.0
Cry Like A Ghost,Passion Pit,6O8R2qdAXWvSlUjE7A0mwa,2012-07-23,0.0
Crying on a Suitcase,Casey James,020b0QxseQbcMTPKV49qRm,2012-03-19,1.0
Crying Out for Help,Example,17kvRPqTpBzEdVcKLPlxUh,2012-11-19,0.0
Crystallize,Lindsey Stirling,5JFkuKQsPps2ZaZzaLx63d,2012,0.0
Cucci Galore,Kid Rock,7KOx3T3NskHxWpzSrZHCGz,2012-11-16,0.0
Cuckoo,Adam Lambert,7j1SWWci3yWLgmMSZwurgd,2012-05-08,0.0
Cupid's Got a Shotgun,Carrie Underwood,24w0eusbTsyhPkJj72LUIm,2012-05-01,0.0
Cups (Pitch Perfect’s “When I’m Gone”) - Pop Version,Anna Kendrick,6mH3qVIeOsnQIAho5eWwhH,2015-02-10,1.0
Curiosity,Carly Rae Jepsen,2xrK7AOAWok7NY4WuqeApq,2012-01-01,0.0
Cut Copy Me,Petula Clark,1Kcv7RoFZmNXuax9iLtW1Y,2013-04-02,0.0
Cut Me Some Slack,"Paul McCartney, Dave Grohl, Krist Novoselic, Pat Smear",1zCtzRratZnh6aKQLguPxm,2013-03-08,0.0
'Cause I Play Guitar,Big & Rich,4teitdbI9mXowQHMeC24EL,2012-09-18,0.0
Damaged Goods,Yeasayer,7ledATyLYr7jkbjujgv1VO,2012-08-21,0.0
Damn Good Friends,Elle Varner,3MMZPyT8QiV2P45cFdbS3M,2012-08-03,0.0
Dance Again,"Jennifer Lopez, Pitbull",4d2hD63oUGU3s7L66JD0BE,2012-07-20,1.0
Dance All Night,"Dirty Heads, Matisyahu",64yn6T5miWO6E408RmBsd7,2012-06-19,0.0
Dance Baby Dance,Chris Cagle,4ctv0rZYOWtkG1EztaEr8i,2012-06-26,0.0
Dance for You,Beyoncé,7cvkXf3AwPGT041PyOi5VX,2011-06-24,1.0
Dandelion,Black Country Communion,5mGaNla2SkLsVbU90O3cxm,2012-10-30,0.0
Danse Caribe,Andrew Bird,7tOpJyoub75hwcdpUGU4gP,2012-03-06,0.0
Dark Money,Geoff Tate,4sSdvhwlEUTwBFAEcuGS2g,2012-11-06,0.0
Dark Paradise,Lana Del Rey,2Y115i0IhELJhyyftvoSFt,2012-11-12,0.0
Darkness,Leonard Cohen,0J7o7SK5I9WTyl6u86pMHF,2012-03-28,0.0
Daughters,Nas,2cOfceFeMN2YgYaOf3KYJ6,2012-01-01,0.0
Dauðalogn,Sigur Rós,24MVyMwRH2GLkDygqytRIW,2012-05-23,0.0
Day Four,Bloc Party,0cAcMeVSCLDtCk9Oubgb41,2012-08-20,0.0
Day Will Come,Keane,6rI1l9DmGmWz1f7Bgge9Rl,2012-01-01,0.0
Daylight,Maroon 5,6TwfdLbaxTKzQi3AgsZNzx,2012-01-01,1.0
Days Go By,The Offspring,0wDgnPr6qmNH3I9EGsIRu2,2012-06-26,0.0
Dead Flowers,Demon Hunter,4im1m4RFW7m5REaVPTbTI3,2013-06-01,0.0
Dead In The Water,Ellie Goulding,35TC2nqfmerjo89NurkKjG,2012-01-01,0.0
Dead Sea,The Lumineers,1DDNfRbtLn2dxm4onBxhOV,2012-04-03,0.0
Dead Set On Living,Cancer Bats,4bV6yZ5lcROuh6VOs7Jz8q,2012-04-24,0.0
Dead Silence,Billy Talent,5YjV8QLluuoXk0oUgMU50K,2012-09-04,0.0
Deadlines And Commitments,The Killers,5qvMfYPAXfxQWDTcSS1YZe,2012-09-17,0.0
Dear Darlin',Olly Murs,0s0JMUkb2WCxIJsRB3G7Hd,2012-11-26,0.0
Dear Old America,Heart,4QV1gjpKZvh67UixopEJrD,2012-10-02,0.0
Death & Joy,Abandon Jalopy,0G0GqMEE699h7oxwzoAyxt,2012-02-14,0.0
Death To My Hometown,Bruce Springsteen,5piFhn0sH6i5iGaESBuTJd,2012-03-06,0.0
Deceiver,Impending Doom,1SNcF3dk1QEfps9LOtWlA9,2012-03-13,0.0
Deeper Water,Public Image Ltd.,36CyDAckjOzMnvvD7Tu0eZ,2012-05-28,0.0
Deepest Shame,Plan B,5LkGFOCdpaecenLUTBYvKz,2012-07-23,0.0
Default,Atoms For Peace,5hwBO4isYUhAEGQW12a6L4,2012-09-11,0.0
Dementia,"Owl City, Mark Hoppus",4buwCc108hpNP4HaCWxudH,2012-01-01,0.0
Demon Road,Yeasayer,4KzH7ROQJEstroq1WUNI30,2012-08-21,0.0
Demons,Imagine Dragons,3LlAyCYU26dvFZBDUIMb7a,2012-09-04,1.0
Demonstrate - 2018,JoJo,53nWSlI6hUndmhgGSLUvhe,2018-12-20,0.0
Descending,"Big Boi, Little Dragon",4VVc11J4jnH9jOdXerJzdI,2012-01-01,0.0
Desolation,Lamb of God,7yIAdtIAx9c0bQK36o27a5,2012-01-24,0.0
Desperation Breeds …,Andrew Bird,5E7kVw40RWsmcPgri03G62,2012-03-06,0.0
Dessert,JLS,7dz2pS2m1CB6UQjoDx4Y7y,2012-11-05,0.0
"Detroit, Michigan",Kid Rock,46FREplepEkR9bYvxHdBru,2012-11-16,0.0
Devil's Work,Miike Snow,1t65ozx55K05xqjwmSDdWM,2012-01-01,0.0
Devotion,Jessie Ware,1hvq121KNtvohsdY0svnDi,2012,0.0
Diamond,Brandon Heath,4aVX0L18YrsXmutyRmmiAM,2012-10-05,0.0
Diamonds,Rihanna,1z9kQ14XBSN0r2v6fx4IdG,2012-01-01,1.0
Diamonds Make Babies,Dierks Bentley,5vThAcIPtsaAmknpfTsBJI,2012-01-01,0.0
Diced Pineapples,"Rick Ross, Wale, Drake",27mF2eUbhExYWiOT0y9cuc,2012-01-01,1.0
Did It For The Girl,Greg Bates,0d3P3GZGU7G3L1cIFLAbqj,2012-01-01,1.0
Die In Your Arms,Justin Bieber,23taOWrpWaAtU8rVN7hiNu,2012-06-15,0.0
Die Young,Kesha,7EQGXaVSyEDsCWKmUcfpLk,2012-11-30,1.0
Diet Mountain Dew,Lana Del Rey,4O9dZs2B0ilk4PEfX2bPEv,2012-11-12,0.0
Different,Robbie Williams,7orGsKEayS3XTMJ1LhepHm,2012-11-05,0.0
Different Sides,Leonard Cohen,5Ago3we4fEN2pIoFzpSNDZ,2012-03-28,0.0
