title,artist,year,track_id,name,artists,id,album.release_date
Ayla,The Maccabees,2012,09XGGn9lYHT8Mcsu1oiOJP,Ayla,The Maccabees,09XGGn9lYHT8Mcsu1oiOJP,2011-01-01
Ayy Ladies,Travis Porter,2012,4P6BuLsqtg5uISdE77ypI9,Ayy Ladies (feat. Tyga),"Travis Porter, Tyga",4P6BuLsqtg5uISdE77ypI9,2012-05-28
B-Day Song,Madonna,2012,5ikG3xm47oLXYTmkun7uQy,B-Day Song,"Madonna, M.I.A.",5ikG3xm47oLXYTmkun7uQy,2012-01-01
Babel,Mumford & Sons,2012,7nhItJUpHMXJURhZNyXHJs,Babel,Mumford & Sons,7nhItJUpHMXJURhZNyXHJs,2012-09-25
Baby Come Home,Scissor Sisters,2012,56BOpsTzn68tqrZQsaNHJv,Baby Come Home,Scissor Sisters,56BOpsTzn68tqrZQsaNHJv,2012-01-01
Baby Just Break,King Tuff,2012,651zvZej7ZgHEY6oMOWgPT,Baby Just Break,King Tuff,651zvZej7ZgHEY6oMOWgPT,2012-05-29
Back,Colt Ford,2012,2JDWDQCzd0K9mI5GEaToA8,Back (with Jake Owen),Colt Ford,2JDWDQCzd0K9mI5GEaToA8,2012-08-07
Back 2 Life,Sean Kingston,2012,7LrgiRjCm2oKcuJGbmk0pg,Back 2 Life (Live It Up) (feat. T.I.),"Sean Kingston, T.I.",7LrgiRjCm2oKcuJGbmk0pg,2013-09-10
Back For You,One Direction,2012,02O8hDaIJPEUHh9XEj0u76,Back For You,One Direction,02O8hDaIJPEUHh9XEj0u76,2012-11-12
Back in Time,Pitbull,2012,3eQlGeyuSibgAGPEJugaDW,"Back in Time - featured in ""Men In Black 3""",Pitbull,3eQlGeyuSibgAGPEJugaDW,2012
Back To The Bolthole,The Cribs,2012,2XCsZDApjiSvwDaH4rBsfe,Back to the Bolthole,The Cribs,2XCsZDApjiSvwDaH4rBsfe,2012-04-30
Back When,Nas,2012,0fsOXxDuvYk5H3a3xK38xf,Back When,Nas,0fsOXxDuvYk5H3a3xK38xf,2012-01-01
Backseat Freestyle,Kendrick Lamar,2012,3aGibUHhQyBsyumYHylw0K,Backseat Freestyle,Kendrick Lamar,3aGibUHhQyBsyumYHylw0K,2012
Backseat Serenade,All Time Low,2012,47eL0bckn5g3k5VBwgu969,Backseat Serenade,All Time Low,47eL0bckn5g3k5VBwgu969,2012-10-09
Backtrack,Rebecca Ferguson,2012,3Z9wh46ISEjH6O5recPaCO,Backtrack,Rebecca Ferguson,3Z9wh46ISEjH6O5recPaCO,2012-10-14
Bad Apple,Tribes,2012,5K7R3w74GkenAQ9tkDkRZm,Bad Apple,Tribes,5K7R3w74GkenAQ9tkDkRZm,2012-01-01
Bad Blood,Bastille,2012,2HHiH52OPxe8qyVO7N4uH7,Bad Blood,Bastille,2HHiH52OPxe8qyVO7N4uH7,2013-01-01
Bad Girls,M.I.A.,2012,7kuS9KLDqaHaQ1YYqUCI2z,Bad Girls - N.A.R.S. Remix,"M.I.A., Missy Elliott, Nas",7kuS9KLDqaHaQ1YYqUCI2z,2012-01-01
Bad Mood,The Vaccines,2012,2iK3OY41tNfkz8fOOb7qZm,Bad Mood,The Vaccines,2iK3OY41tNfkz8fOOb7qZm,2012-09-03
Bad Rain,Slash,2012,7gzoNnmYOzGxshLtX2NONc,Bad Rain,"Slash, Myles Kennedy And The Conspirators",7gzoNnmYOzGxshLtX2NONc,2012-01-01
Bad Religion,Frank Ocean,2012,2pMPWE7PJH1PizfgGRMnR9,Bad Religion,Frank Ocean,2pMPWE7PJH1PizfgGRMnR9,2012-07-10
"Bad, Bad Dream",The Johnstones,2012,3Z5moFRXPnm43Kw79d1qfb,"Bad, Bad Dream",The Johnstones,3Z5moFRXPnm43Kw79d1qfb,2012-11-13
Bag of Money,Wale and Meek Mill,2012,1BvTqJLeB9ZeGU01gFzJbh,"Bag of Money (feat. Rick Ross, Meek Mill & T-Pain)","Wale, Rick Ross, Meek Mill, T-Pain",1BvTqJLeB9ZeGU01gFzJbh,2012-03-23
Bait and Switch,The Shins,2012,3kQoWDsseAkLlx2grDjVcm,Bait And Switch,The Shins,3kQoWDsseAkLlx2grDjVcm,2012-03-16
Ball,T.I.,2012,4XVfNwP88Hn9kSkXVnxj2S,Ball (feat. Lil Wayne),"T.I., Lil Wayne",4XVfNwP88Hn9kSkXVnxj2S,2012-12-18
Band Played On,Joe Walsh,2012,5O7olKUv9wk6ZcC8AXCCdQ,Band Played On,Joe Walsh,5O7olKUv9wk6ZcC8AXCCdQ,2012-01-01
Bandz A Make Her Dance,Juicy J,2012,0qmYhfRmXWaONXN6ps27PP,"Bandz A Make Her Dance Remix (feat. French Montana, LoLa Monroe, Wiz Khalifa & B.o.B)","Juicy J, French Montana, Lola Monroe, Wiz Khalifa, B.o.B",0qmYhfRmXWaONXN6ps27PP,2012-12-03
Banga,Patti Smith,2012,5uttgE8978LpIhR01mmdhN,Banga,Patti Smith,5uttgE8978LpIhR01mmdhN,2012-06-01
Banjo,Rascal Flatts,2012,47aIa6zbUGsdNn55cyuOug,Banjo,Rascal Flatts,47aIa6zbUGsdNn55cyuOug,2012-01-01
Banjo,Leonard Cohen,2012,26vYZfhC9z5XsRMgtuvzFk,Banjo,Leonard Cohen,26vYZfhC9z5XsRMgtuvzFk,2012-03-28
Banlieue,Max_mo Park,2012,2qDgmMZDmiiVDhvna7EjzD,Banlieue,Maximo Park,2qDgmMZDmiiVDhvna7EjzD,2012-06-11
Barbara,Rufus Wainwright,2012,2y2PZ4Ye3xlEUxJNjJdFN2,Barbara,Rufus Wainwright,2y2PZ4Ye3xlEUxJNjJdFN2,2012-01-01
Bastards,Cancer Bats,2012,5dr0ZiBGmV7qdxvMI4Ow1k,Bastards,Cancer Bats,5dr0ZiBGmV7qdxvMI4Ow1k,2012-04-24
Battle Born,The Killers,2012,52IbZOn3hSl8OVDms3j78h,Battle Born,The Killers,52IbZOn3hSl8OVDms3j78h,2012-09-17
Battle In Me,Garbage,2012,3zq5uuSjNS0ma7XVpP9OOv,Battle in Me,Garbage,3zq5uuSjNS0ma7XVpP9OOv,2012-05-14
Battle Scars,Lupe Fiasco,2012,1hWYT0w2R0J19rlVkiez7X,Battle Scars,"Lupe Fiasco, Guy Sebastian",1hWYT0w2R0J19rlVkiez7X,2012-09-25
BBD,Azealia Banks,2012,735SArN9pqYYzYg0leQ8nm,BBD,Azealia Banks,735SArN9pqYYzYg0leQ8nm,2014-11-07
Be A Boy,Robbie Williams,2012,24xiW9RKl343ETEWJ56nYY,Be A Boy,Robbie Williams,24xiW9RKl343ETEWJ56nYY,2012-11-05
Be Above It,Tame Impala,2012,2Gl1Qdx5Px5kVYe0PQoGI0,Be Above It,Tame Impala,2Gl1Qdx5Px5kVYe0PQoGI0,2012-01-01
Be Alright,Justin Bieber,2012,0nxvFG50rGXkiGQqOO2MHr,Be Alright,Justin Bieber,0nxvFG50rGXkiGQqOO2MHr,2012-06-15
Be Careful What You Ask For,Everclear,2012,4QrfXOKl68pLJ3kpXJ82tG,Be Careful What You Ask For,Everclear,4QrfXOKl68pLJ3kpXJ82tG,2012-06-26
Be Happy Children,Paul Weller,2012,2HGSia0EzyQexscfcWMQgl,Be Happy Children,Paul Weller,2HGSia0EzyQexscfcWMQgl,2012-03-27
Be Honest,Jason Mraz,2012,5T0N6xybJyZq34R1807OTt,Be Honest (feat. Inara George),Jason Mraz,5T0N6xybJyZq34R1807OTt,2012-04-13
Be Mine,Alabama Shakes,2012,4nGil2gSvOVDRFGb1julsJ,Be Mine,Alabama Shakes,4nGil2gSvOVDRFGb1julsJ,2012-04-10
Be Somebody,Thousand Foot Krutch,2012,33MnSYLvtOrbj5zwfioEiH,Be Somebody,Thousand Foot Krutch,33MnSYLvtOrbj5zwfioEiH,2012-04-17
Be Still,The Fray,2012,3URt4lJQlANOstDBAWQJA7,Be Still,The Fray,3URt4lJQlANOstDBAWQJA7,2012-02-07
Be Still,The Killers,2012,1B5tiGNcOHERcXcBHiL6Xs,Be Still,The Killers,1B5tiGNcOHERcXcBHiL6Xs,2012-09-17
Be Strong,The 2 Bears,2012,2LgUF32UKG7qXxEl44Yuje,Be Strong,The 2 Bears,2LgUF32UKG7qXxEl44Yuje,2012-01-30
Beacon,Two Door Cinema Club,2012,0M7EaVx3HZnjfoBfuCmxEL,Beacon,Two Door Cinema Club,0M7EaVx3HZnjfoBfuCmxEL,2012-08-31
Beam Me Up,Pink,2012,3030YT1OMJa4bxthLLHuVM,Beam Me Up,P!nk,3030YT1OMJa4bxthLLHuVM,2012-09-18
Beam Me Up,Cazzette,2012,64y85LeHY8Z6OlTOM9cpKD,Beam Me Up - Radio Edit,CAZZETTE,64y85LeHY8Z6OlTOM9cpKD,2014-01-01
Beat It,Sean Kingston,2012,3bwCMbwDZVtvJDnUTQIdCX,Beat It (feat. Chris Brown & Wiz Khalifa),"Sean Kingston, Chris Brown, Wiz Khalifa",3bwCMbwDZVtvJDnUTQIdCX,2013-09-10
Beat This Summer,Brad Paisley,2012,2EUHzmBZux7SSra71cGkIB,Beat This Summer,Brad Paisley,2EUHzmBZux7SSra71cGkIB,2013-04-09
Beats Workin,Van Halen,2012,1MsaD9C9h2jWM4BlXFpZaV,Beats Workin',Van Halen,1MsaD9C9h2jWM4BlXFpZaV,2012-02-07
Beautiful,P.O.D.,2012,0lcWp2uXDDQul6oHa4Al00,Beautiful,P.O.D.,0lcWp2uXDDQul6oHa4Al00,2012-07-10
Beautiful,Carly Rae Jepsen,2012,52PiyZoav11ZSAoHPqSlzh,Beautiful,"Carly Rae Jepsen, Justin Bieber",52PiyZoav11ZSAoHPqSlzh,2012-01-01
Beautiful,Aerosmith,2012,22zzEs67LrT6RL25pwpOPW,Beautiful,Aerosmith,22zzEs67LrT6RL25pwpOPW,2012-11-06
Beautiful 'Cause You Love Me,Girls Aloud,2012,6vtVKLdszL8StRwpHRSy9Z,Beautiful 'Cause You Love Me,Girls Aloud,6vtVKLdszL8StRwpHRSy9Z,2012-01-01
Beautiful Friction,The Fixx,2012,26Qp5NwkTPNstfFrOkIbOX,Beautiful Friction,The Fixx,26Qp5NwkTPNstfFrOkIbOX,2012-07-17
Beautiful Killer,Madonna,2012,1jzoH87jJl3zKzmRLbScYa,Beautiful Killer,Madonna,1jzoH87jJl3zKzmRLbScYa,2012-01-01
Beautiful Sinner,Nicki Minaj,2012,4Ezz37sJOAaOSukMUUqUHI,Beautiful Sinner,Nicki Minaj,4Ezz37sJOAaOSukMUUqUHI,2012-01-01
Beautiful With You,Halestorm,2012,7e7HOmWvWP12DfPT8oj7ok,Beautiful with You,Halestorm,7e7HOmWvWP12DfPT8oj7ok,2012-04-09
Beautiful World,The Chevin,2012,3wwgOFXFy4TEmdielt65Ln,Beautiful World,The Chevin,3wwgOFXFy4TEmdielt65Ln,2012-09-25
Beauty And A Beat,Justin Bieber,2012,190jyVPHYjAqEaOGmMzdyk,Beauty And A Beat,"Justin Bieber, Nicki Minaj",190jyVPHYjAqEaOGmMzdyk,2012-06-15
Beekeeper's Daughter,The All-American Rejects,2012,24m68kElKhXrlVUuBFtqaY,Beekeeper’s Daughter,The All-American Rejects,24m68kElKhXrlVUuBFtqaY,2012-01-01
Been Away Too Long,Soundgarden,2012,3W0fjPSYTOS4WnGt3Z1c9M,Been Away Too Long,Soundgarden,3W0fjPSYTOS4WnGt3Z1c9M,2012-11-13
Beer,Lee Brice,2012,57SEO6fffgZgL9MKOvLsvc,Beer,Lee Brice,57SEO6fffgZgL9MKOvLsvc,2012-04-24
Beer Money,Kip Moore,2012,61voPX1C71rhwynuLQyajo,Beer Money,Kip Moore,61voPX1C71rhwynuLQyajo,2012-01-01
Beer With Jesus,Thomas Rhett,2012,3ddv7vVcha6sZi3o8KD8O6,Beer With Jesus,Thomas Rhett,3ddv7vVcha6sZi3o8KD8O6,2012-01-01
Beez In The Trap,Nicki Minaj,2012,4It00tEYLwpjQtAhqnjCPC,Beez In The Trap,"Nicki Minaj, 2 Chainz",4It00tEYLwpjQtAhqnjCPC,2012-01-01
Before I Die,Papa Roach,2012,5fCSwj4YujZrzH2hwR4jfT,Before I Die,Papa Roach,5fCSwj4YujZrzH2hwR4jfT,2012-10-02
Beg for Broken Legs,Ryan Bingham,2012,0lztt0DNz7dMgQgjyX9RdB,Beg for Broken Legs,Ryan Bingham,0lztt0DNz7dMgQgjyX9RdB,2012-09-18
Begin Again,Taylor Swift,2012,0L4YCNRfXAoTvdpWeH2RGj,Begin Again,Taylor Swift,0L4YCNRfXAoTvdpWeH2RGj,2012-10-22
Being Alive and Livin',Craig Morgan,2012,5lqCvE7au4tKqqkjkOjGsR,Being Alive and Livin',Craig Morgan,5lqCvE7au4tKqqkjkOjGsR,2012-02-28
Believe,SafetySuit,2012,1NZWV6bo4kK6qh05tpqLwc,Believe,SafetySuit,1NZWV6bo4kK6qh05tpqLwc,2012
Believe,Justin Bieber,2012,1AruWZmSy4RerslWBkH8OY,Believe,Justin Bieber,1AruWZmSy4RerslWBkH8OY,2012-06-15
Believers (Arab Spring),Nelly Furtado,2012,1gTM9OdXyHFU3oKX2IeHHC,Believers (Arab Spring),Nelly Furtado,1gTM9OdXyHFU3oKX2IeHHC,2012-01-01
Belles,Andrew Bird,2012,4DPgohAtt0EUbSl8kqhcpX,Belles,Andrew Bird,4DPgohAtt0EUbSl8kqhcpX,2012-03-06
Belly Belly Nice,Dave Matthews Band,2012,4aY4LmsgKlxzFOAxBgXrP2,Belly Belly Nice,Dave Matthews Band,4aY4LmsgKlxzFOAxBgXrP2,2012-09-11
Beloved Freak,Garbage,2012,34OUBxsmao93MjwsZRkWQ3,Beloved Freak,Garbage,34OUBxsmao93MjwsZRkWQ3,2012-05-14
Below My Feet,Mumford & Sons,2012,0cBDCol7TFmvpT4A4YpxV3,Below My Feet,Mumford & Sons,0cBDCol7TFmvpT4A4YpxV3,2012-09-25
Beneath Your Beautiful,Labrinth,2012,2EcsgXlxz99UMDSPg5T8RF,Beneath Your Beautiful (feat. Emeli Sandé),"Labrinth, Emeli Sandé",2EcsgXlxz99UMDSPg5T8RF,2012-04-02
Benny Goodman,Saint Motel,2012,37IRXXvOKvzHmwU3sJPhJd,Benny Goodman,Saint Motel,37IRXXvOKvzHmwU3sJPhJd,2012-07-10
Best Friend,Madonna,2012,5XkSlO0o0V83XoU9gmZQdY,Best Friend,Madonna,5XkSlO0o0V83XoU9gmZQdY,2012-01-01
Best Friends and Hospital Beds,Funeral for a Friend,2012,6sVeptB3HhyyGFT7ytuTH4,Best Friends and Hospital Beds,Funeral For A Friend,6sVeptB3HhyyGFT7ytuTH4,2012
Best of Friends,Palma Violets,2012,0uU1970hGvf23hfafI9O50,Best of Friends,Palma Violets,0uU1970hGvf23hfafI9O50,2012-10-22
Better Dig Two,The Band Perry,2012,172FxN9bhJFdgnpRep1Ll9,Better Dig Two,The Band Perry,172FxN9bhJFdgnpRep1Ll9,2012-01-01
Better Off Dead,Lostprophets,2012,71ELkLiOW3ixaT5fW3a61o,Better Off Dead,lostprophets,71ELkLiOW3ixaT5fW3a61o,2012-04-02
Better Stories,Craig Morgan,2012,6XCX1L5aaiSeciANU17eyq,Better Stories,Craig Morgan,6XCX1L5aaiSeciANU17eyq,2012-02-28
Better Than Yourself (Criminal Mind Pt 2),Lukas Graham,2012,3DwN8YfAtvJh4c5u8DZPen,"Better Than Yourself (Criminal Mind, Pt. 2)",Lukas Graham,3DwN8YfAtvJh4c5u8DZPen,2016-04-01
Between the Raindrops,Lifehouse,2012,1nxGSNnFCpDLwm3umCOUpi,Between The Raindrops,"Lifehouse, Natasha Bedingfield",1nxGSNnFCpDLwm3umCOUpi,2012-01-01
Bible Belt,Dry the River,2012,4c5JKxf6yEyxby8cCKE7lD,Bible Belt,Dry the River,4c5JKxf6yEyxby8cCKE7lD,2012-03-05
Big Bright World,Garbage,2012,64vutS3wNPC07sztvwYOtV,Big Bright World,Garbage,64vutS3wNPC07sztvwYOtV,2012-05-14
Big Freeze,Muse,2012,630CQp2prewTfH1UAvMgCA,Big Freeze,Muse,630CQp2prewTfH1UAvMgCA,2012-09-24
Big Hoops (Bigger the Better),Nelly Furtado,2012,6DhLWSl0bmBAyDp0bODTop,Big Hoops (Bigger The Better),Nelly Furtado,6DhLWSl0bmBAyDp0bODTop,2012-01-01
Big River,Van Halen,2012,6d1vdV2QqBlxmUunMdz9vM,Big River,Van Halen,6d1vdV2QqBlxmUunMdz9vM,2012-02-07
Big Train,Black Country Communion,2012,4d1BdWtDG2QIJmseuKFLAN,Big Train,Black Country Communion,4d1BdWtDG2QIJmseuKFLAN,2012-10-30
Bigger Than Love,Ben Gibbard,2012,0NoKPhyT2DZ8yxtVvT0Bad,Bigger Than Love,"Benjamin Gibbard, Aimee Mann",0NoKPhyT2DZ8yxtVvT0Bad,2013-10-08
Biggest Fan,Chris Brown,2012,55rDhYGP7y7ykaFUGkWS6V,Biggest Fan,Chris Brown,55rDhYGP7y7ykaFUGkWS6V,2012-07-03
Birthday Song,2 Chainz,2012,5qkWTBmDmZjogwIvbKtJQv,Birthday Song,"2 Chainz, Kanye West",5qkWTBmDmZjogwIvbKtJQv,2012-01-01
Bitch Bad,Lupe Fiasco,2012,4CClW2SptqxoGjSxBMQt5A,Bitch Bad,Lupe Fiasco,4CClW2SptqxoGjSxBMQt5A,2012-09-25
"Bitch, Don't Kill My Vibe",Kendrick Lamar,2012,712uvW1Vezq8WpQi38v2L9,"Bitch, Don’t Kill My Vibe",Kendrick Lamar,712uvW1Vezq8WpQi38v2L9,2012
Bitches and Bottles (Let's Get It Started),DJ Khaled,2012,2YGNqwK5ZDn20JIxcy1fW2,Bitches & Bottles (Let's Get It Started),"DJ Khaled, Lil Wayne, T.I., Future",2YGNqwK5ZDn20JIxcy1fW2,2012-01-01
Bittersweet,Ellie Goulding,2012,5LP1nXNG97SiK38Uvq14ej,Bittersweet,Ellie Goulding,5LP1nXNG97SiK38Uvq14ej,2012-11-09
Black Heart,Stooshe,2012,2WfVeDOEB7PDDNqFn1VCYe,Black Heart,Stooshe,2WfVeDOEB7PDDNqFn1VCYe,2012-06-15
Black Rain,Keane,2012,575QxYiBezic1YhcP7ztqT,Black Rain,Keane,575QxYiBezic1YhcP7ztqT,2012-01-01
Black Saturday,Soundgarden,2012,0jAQaqq758qnkQaj15uGtT,Black Saturday,Soundgarden,0jAQaqq758qnkQaj15uGtT,2012-11-13
Black Tears,Jason Aldean,2012,6RZsymrL2OZpvBklkOU9Mm,Black Tears,Jason Aldean,6RZsymrL2OZpvBklkOU9Mm,2012-10-16
Black Tin Box,Miike Snow,2012,5MTxSXmSnkYoHeiIZkbCmy,Black Tin Box,"Miike Snow, Lykke Li",5MTxSXmSnkYoHeiIZkbCmy,2012-01-01
Black White & Blue,Ladyhawke,2012,4XUOxu0OcIF4ylDo5hsaTB,Black White & Blue,Ladyhawke,4XUOxu0OcIF4ylDo5hsaTB,2012-01-01
Blank Page,Christina Aguilera,2012,1n8rXiAQYmZ5D45WmqGTpM,Blank Page,Christina Aguilera,1n8rXiAQYmZ5D45WmqGTpM,2012-11-09
Blaze Up a Fire,Speech Debelle,2012,4YFdMlJGOVkxrBwiwY2Asx,Blaze Up a Fire,"Speech Debelle, Roots Manuva, Realism",4YFdMlJGOVkxrBwiwY2Asx,2012
Bleed Into Your Mind,The All-American Rejects,2012,2ihspAOv4YYeq1eGgRra2F,Bleed Into Your Mind,The All-American Rejects,2ihspAOv4YYeq1eGgRra2F,2012-01-01
Blonde,Bridgit Mendler,2012,1kGMxiOni0S03K9hlFpdCe,Blonde,Bridgit Mendler,1kGMxiOni0S03K9hlFpdCe,2012-01-01
Blood and Fire,Van Halen,2012,0WxdMlpbhf9JaDmlAcsKMO,Blood And Fire,Van Halen,0WxdMlpbhf9JaDmlAcsKMO,2012-02-07
Blood for Poppies,Garbage,2012,5zLOo5CnYIf9eQ4bD5wKaU,Blood for Poppies,Garbage,5zLOo5CnYIf9eQ4bD5wKaU,2012-05-14
Bloodflood,Alt-J,2012,306zYyz3PFvBgLFGOCy9Xb,Bloodflood,alt-J,306zYyz3PFvBgLFGOCy9Xb,2012-09-18
Bloody Mary (Nerve Endings),Silversun Pickups,2012,4nL5zDcWulQiYN6i9S98kW,Bloody Mary (Nerve Endings),Silversun Pickups,4nL5zDcWulQiYN6i9S98kW,2012-05-08
Blow Me (One Last Kiss),Pink,2012,4k80K0b6KZ2QjAYkXON7q6,Blow Me (One Last Kiss),P!nk,4k80K0b6KZ2QjAYkXON7q6,2012-09-18
Blown Away,Carrie Underwood,2012,0vFMQi8ZnOM2y8cuReZTZ2,Blown Away,Carrie Underwood,0vFMQi8ZnOM2y8cuReZTZ2,2012-05-01
Blue,First Aid Kit,2012,3REOWrdJIq9S1kufqY30ah,Blue,First Aid Kit,3REOWrdJIq9S1kufqY30ah,2012-01-24
Blue Boy,Gordon Bahary,2012,1PTatKPJbZl4R2SFnVHwxm,Blue Boy,Gordon Bahary,1PTatKPJbZl4R2SFnVHwxm,2012-08-28
Blue Jeans,Lana Del Rey,2012,2lFTzUnuGaWlWHJQokjRyb,Blue Jeans,Lana Del Rey,2lFTzUnuGaWlWHJQokjRyb,2012-11-12
Blue Paper,Yeasayer,2012,5XW9jZioQ847HzyR7sdXJg,Blue Paper,Yeasayer,5XW9jZioQ847HzyR7sdXJg,2012-08-21
Blunderbuss,Jack White,2012,2bItWLPlRV0k38WVcNrLUS,Blunderbuss,Jack White,2bItWLPlRV0k38WVcNrLUS,2012-04-20
Bob Dylan is Dead,Marvin Etzioni,2012,32dWPrTr9RWOU2mnBHnuh6,Bob Dylan Is Dead,Marvin Etzioni,32dWPrTr9RWOU2mnBHnuh6,2012
Body Electric,Lana Del Rey,2012,6rsXPxIVXPo4bPhZA5vLUX,Body Electric,Lana Del Rey,6rsXPxIVXPo4bPhZA5vLUX,2012-11-12
Bom Bom,Sam and the Womp,2012,0d5f6gzzW1Pgx9uJsLrSDP,Bom Bom - Radio Edit,Sam And The Womp,0d5f6gzzW1Pgx9uJsLrSDP,2012-08-17
Bombs,Dawn Richard,2012,6Cnkf55meyml8wSJK0ZySU,Bombs,Dawn Richard,6Cnkf55meyml8wSJK0ZySU,2012-03-27
Bombs,Gaz Coombes,2012,1zpmsoZFhaRn7ltJEZcrI6,Bombs,Gaz Coombes,1zpmsoZFhaRn7ltJEZcrI6,2012-05-21
Bombs Away,B.o.B,2012,591CsLWV7pXcDGqxdhskDk,Bombs Away (feat. Morgan Freeman),"B.o.B, Morgan Freeman",591CsLWV7pXcDGqxdhskDk,2012-04-27
Bones,Michael Kiwanuka,2012,1r0YmhJ6BxgItlDNzYRENK,Bones,Michael Kiwanuka,1r0YmhJ6BxgItlDNzYRENK,2012-01-01
Bones,Randy Stonehill and Buck Storm,2012,1e79ICCqj2X9HSVwbxVnZD,Bones,Randy Stonehill & Buck Storm,1e79ICCqj2X9HSVwbxVnZD,2012-01-18
Bones,Young Guns,2012,7e5xSRGOpvzqIGN40g5Rtp,Bones,Young Guns,7e5xSRGOpvzqIGN40g5Rtp,2012-02-03
Bones Of Birds,Soundgarden,2012,5rVGJzB86YpW3PzlHeptEE,Bones Of Birds,Soundgarden,5rVGJzB86YpW3PzlHeptEE,2012-11-13
Boom Boom,Rye Rye,2012,16dJvMKPm7wmlgTI3QsmD8,Boom Boom,Rye Rye,16dJvMKPm7wmlgTI3QsmD8,2012-01-01
Bootlegger's Boy,Old Crow Medicine Show,2012,0IpUkA1smHEDEvuQrHE1as,Bootlegger's Boy,Old Crow Medicine Show,0IpUkA1smHEDEvuQrHE1as,2012-07-17
Born Again,Big & Rich,2012,65a9IiidMnt1hg0xdwvKf1,Born Again (feat. Bon Jovi),"Big & Rich, Bon Jovi",65a9IiidMnt1hg0xdwvKf1,2012-09-18
Born and Raised,John Mayer,2012,5RYTpsSI7op7UZznXWqhIP,Born and Raised,John Mayer,5RYTpsSI7op7UZznXWqhIP,2012-05-18
Born To Sing,Van Morrison,2012,5D2NQR0HLYIeyEtCQ8zAM6,Born to Sing,Van Morrison,5D2NQR0HLYIeyEtCQ8zAM6,2012-10-02
Borrowed,LeAnn Rimes,2012,65n9JJBt11DvVGTlYjy9q3,Borrowed,LeAnn Rimes,65n9JJBt11DvVGTlYjy9q3,2013-04-09
Both of Us,B.o.B,2012,3r9bgSJlJz2zlevcBRYXko,Both of Us (feat. Taylor Swift),"B.o.B, Taylor Swift",3r9bgSJlJz2zlevcBRYXko,2012-04-27
Boyfriend,Justin Bieber,2012,3UGIZ8qcrMTwzLbx6Kttqt,Boyfriend,Justin Bieber,3UGIZ8qcrMTwzLbx6Kttqt,2012-01-01
Boyfriend,RaeLynn,2012,71fbIsRGkm6WG9CTGyvEum,Boyfriend,RaeLynn,71fbIsRGkm6WG9CTGyvEum,2018-09-07
Boys & Girls,Alabama Shakes,2012,1A2hmJG6PSP92pj42MFm4W,Boys & Girls,Alabama Shakes,1A2hmJG6PSP92pj42MFm4W,2012-04-10
Brand New Me,Alicia Keys,2012,0827eActpDYORuhgvWB0oY,Brand New Me,Alicia Keys,0827eActpDYORuhgvWB0oY,2012-11-26
Break Away,Gordon Bahary,2012,5rR5MnpDmE1OVyNH55qmEU,Break Away,Gordon Bahary,5rR5MnpDmE1OVyNH55qmEU,2012-08-28
Break Down These Walls,Melanie Fiona,2012,5Wch3ks6AxXvVUeoemY6Ic,Break Down These Walls,Melanie Fiona,5Wch3ks6AxXvVUeoemY6Ic,2012-01-01
Break In,Halestorm,2012,5Q7pjvFqm4Pk0voGgutt5G,Break In,Halestorm,5Q7pjvFqm4Pk0voGgutt5G,2012-04-09
Break Ya Back,Timbaland,2012,4GQL50FHlcvHYlfcEiWoDv,Break Ya Back,"Timbaland, Dev",4GQL50FHlcvHYlfcEiWoDv,2012-01-01
Breakdown More,Eric Hutchinson,2012,2sqNYse3PoPzzOA2j2jTlZ,Breakdown More,Eric Hutchinson,2sqNYse3PoPzzOA2j2jTlZ,2012-04-13
Breakfast,Chiddy Bang,2012,25adE2YxsGmhMJ1e4qDkYm,Breakfast,Chiddy Bang,25adE2YxsGmhMJ1e4qDkYm,2012-02-28
Breakfast  (Syrup),Kreayshawn,2012,6e6NwxSLyySncihB4WmoIX,Breakfast (Syrup) (feat. 2 Chainz),"Kreayshawn, 2 Chainz",6e6NwxSLyySncihB4WmoIX,2012-09-14
Breaking Down,Florence + the Machine,2012,1ajizg9ZxH6gwfBc8gw4Nj,"Breaking Down - MTV Unplugged, 2012",Florence + The Machine,1ajizg9ZxH6gwfBc8gw4Nj,2012-01-01
Breaking the Law,Emeli Sand_,2012,2XPJ2TT4NpGq0FK8C7QS4B,Breaking The Law,Emeli Sandé,2XPJ2TT4NpGq0FK8C7QS4B,2012-01-01
Breath Of Life,Florence + the Machine,2012,5xze6PuNHYQhTWAPMSfDsB,Breath Of Life,Florence + The Machine,5xze6PuNHYQhTWAPMSfDsB,2012-01-01
Breathe,Delilah,2012,2LbNdMy5XrYx3IUeufpvrf,Breathe,Delilah,2LbNdMy5XrYx3IUeufpvrf,2012-05-01
Breathe Armageddon,Cancer Bats,2012,2aGOtnlxtrHxHyp6kL3Hk8,Breathe Armageddon,Cancer Bats,2aGOtnlxtrHxHyp6kL3Hk8,2012-04-24
Breezeblocks,Alt-J,2012,3n69hLUdIsSa1WlRmjMZlW,Breezeblocks,alt-J,3n69hLUdIsSa1WlRmjMZlW,2012-09-18
Bricks And Mortar,Cancer Bats,2012,1qks5dwwOIFAXSwAIM70fG,Bricks and Mortar,Cancer Bats,1qks5dwwOIFAXSwAIM70fG,2012-04-24
