,name,artists,hit,sentiment,score
438,Cold Shoulder,Josh Turner,0.0,positive,0.8873
439,Come Alive,Leona Lewis,0.0,positive,0.9971
440,Come Along,"Vicci Martinez, CeeLo Green",0.0,positive,0.9938
441,Come Healing,Leonard Cohen,0.0,positive,0.9509
442,Come into My Head - M-Phazes Remix,"Kimbra, M-Phazes",0.0,negative,-0.8133
443,Come On A Cone,Nicki Minaj,0.0,negative,-0.9876
444,"Come on, Be a No-One",The Cribs,0.0,positive,0.9255
445,Come Over,Kenny Chesney,1.0,positive,0.9437
446,Come Taste the Rainbow,Example,0.0,negative,-0.9882
447,Come Wake Me Up,Rascal Flatts,1.0,positive,0.9922
448,Come with Me Now,KONGOS,1.0,negative,-0.963
449,Comeback Kid,Sleigh Bells,0.0,negative,-0.9519
450,Coming To America,K'NAAN,0.0,positive,0.997
451,Common Man,Black Country Communion,0.0,neutral,-0.3453
452,Compton,"Kendrick Lamar, Dr. Dre",0.0,positive,0.9735
453,Confessor,Black Country Communion,0.0,negative,-0.9818
454,Constant Conversations,Passion Pit,0.0,positive,0.9938
455,Constantine's Dream,Patti Smith,0.0,positive,0.9934
456,Constellations,Enter Shikari,0.0,negative,-0.9974
457,Control,Garbage,0.0,negative,-0.9902
458,Coral Blue,Converge,0.0,neutral,0.1531
459,Corn Star,Craig Morgan,0.0,positive,0.9655
460,Coronation,Damon Albarn,0.0,neutral,0.0
461,Cough Cough,Everything Everything,0.0,positive,0.9922
462,Count Me Out,PUSHERJONES,0.0,neutral,0.088
463,Counterfeit,Tulisa,0.0,neutral,-0.229
464,Country Boys Like Me,Craig Morgan,0.0,positive,0.9943
465,Country Song,Jake Bugg,0.0,negative,-0.5328
466,Courage,Peter Gabriel,0.0,negative,-0.9643
467,Courtesy Call,Thousand Foot Krutch,0.0,negative,-0.8724
468,Cowboys and Angels,Dustin Lynch,1.0,positive,0.901
469,CPU,"Big Boi, Phantogram",0.0,positive,0.6071
470,Crack Rock,Frank Ocean,0.0,negative,-0.9425
471,Cracks In Mr. Perfect,Ne-Yo,0.0,positive,0.9992
472,Crash,SafetySuit,0.0,negative,-0.9897
473,Crawl,Black Country Communion,0.0,negative,-0.9916
474,Crawl After You,M. Ward,0.0,negative,-0.9131
475,Craziest Things,"Cheryl, will.i.am",0.0,positive,0.9428
476,Crazy Kids,Kesha,0.0,negative,-0.9029
477,Crazy One More Time,Kip Moore,0.0,positive,0.8724
478,Crazy to Love You,Leonard Cohen,0.0,neutral,0.2382
479,Crazy World,Boys Like Girls,0.0,negative,-0.9804
480,Crazytown,Aimee Mann,0.0,negative,-0.9146
481,Crucifix,Demon Hunter,0.0,negative,-0.996
482,Cruise,Florida Georgia Line,1.0,negative,-0.8205
483,Cruising California (Bumpin' In My Trunk),The Offspring,0.0,positive,0.6269
484,Crush,Sleigh Bells,0.0,positive,0.9883
485,Cry Freedom,Black Country Communion,0.0,positive,0.9813
486,Cry Like A Ghost,Passion Pit,0.0,negative,-0.994
487,Crying on a Suitcase,Casey James,1.0,negative,-0.8648
488,Crying Out for Help,Example,0.0,positive,0.959
489,Cucci Galore,Kid Rock,0.0,negative,-0.916
490,Cuckoo,Adam Lambert,0.0,negative,-0.9591
491,Cupid's Got a Shotgun,Carrie Underwood,0.0,positive,0.8747
492,Cups (Pitch Perfect’s “When I’m Gone”) - Pop Version,Anna Kendrick,1.0,positive,0.9935
493,Curiosity,Carly Rae Jepsen,0.0,positive,0.9916
494,Cut Copy Me,Petula Clark,0.0,negative,-0.9451
495,Cut Me Some Slack,"Paul McCartney, Dave Grohl, Krist Novoselic, Pat Smear",0.0,positive,0.9792
496,'Cause I Play Guitar,Big & Rich,0.0,positive,0.9896
497,Damaged Goods,Yeasayer,0.0,negative,-0.9985
498,Damn Good Friends,Elle Varner,0.0,positive,0.8537
499,Dance Again,"Jennifer Lopez, Pitbull",1.0,positive,0.9997
500,Dance All Night,"Dirty Heads, Matisyahu",0.0,positive,0.9417
501,Dance Baby Dance,Chris Cagle,0.0,positive,0.9609
502,Dance for You,Beyoncé,1.0,positive,0.9904
503,Dandelion,Black Country Communion,0.0,negative,-0.714
504,Danse Caribe,Andrew Bird,0.0,negative,-0.8316
505,Dark Money,Geoff Tate,0.0,positive,0.9801
506,Dark Paradise,Lana Del Rey,0.0,positive,0.9957
507,Darkness,Leonard Cohen,0.0,neutral,-0.3948
508,Daughters,Nas,0.0,positive,0.9915
509,Dauðalogn,Sigur Rós,0.0,neutral,0.0
510,Day Four,Bloc Party,0.0,negative,-0.7684
511,Day Will Come,Keane,0.0,negative,-0.9624
512,Daylight,Maroon 5,1.0,positive,0.9204
513,Days Go By,The Offspring,0.0,negative,-0.982
514,Dead Flowers,Demon Hunter,0.0,negative,-0.9984
515,Dead In The Water,Ellie Goulding,0.0,negative,-0.981
516,Dead Sea,The Lumineers,0.0,negative,-0.9963
517,Dead Set On Living,Cancer Bats,0.0,negative,-0.9919
518,Dead Silence,Billy Talent,0.0,negative,-0.9991
519,Deadlines And Commitments,The Killers,0.0,positive,0.7729
520,Dear Darlin',Olly Murs,0.0,positive,0.9871
521,Dear Old America,Heart,0.0,positive,0.6846
522,Death To My Hometown,Bruce Springsteen,0.0,negative,-0.9973
523,Deceiver,Impending Doom,0.0,negative,-0.9983
524,Deeper Water,Public Image Ltd.,0.0,negative,-0.9442
525,Deepest Shame,Plan B,0.0,negative,-0.9953
526,Default,Atoms For Peace,0.0,positive,0.8759
527,Dementia,"Owl City, Mark Hoppus",0.0,negative,-0.9894
528,Demon Road,Yeasayer,0.0,negative,-0.931
529,Demons,Imagine Dragons,1.0,negative,-0.9822
530,Demonstrate - 2018,JoJo,0.0,negative,-0.9368
531,Descending,"Big Boi, Little Dragon",0.0,positive,0.7356
532,Desolation,Lamb of God,0.0,positive,0.8635
533,Desperation Breeds …,Andrew Bird,0.0,negative,-0.9169
534,Dessert,JLS,0.0,positive,0.9876
535,"Detroit, Michigan",Kid Rock,0.0,positive,0.958
536,Devil's Work,Miike Snow,0.0,neutral,0.0387
537,Devotion,Jessie Ware,0.0,positive,0.9972
538,Diamond,Brandon Heath,0.0,positive,0.9825
539,Diamonds,Rihanna,1.0,positive,0.9998
540,Diamonds Make Babies,Dierks Bentley,0.0,positive,0.9933
541,Diced Pineapples,"Rick Ross, Wale, Drake",1.0,positive,0.9912
542,Did It For The Girl,Greg Bates,1.0,positive,0.9237
543,Die In Your Arms,Justin Bieber,0.0,negative,-0.9831
544,Die Young,Kesha,1.0,negative,-0.9947
545,Diet Mountain Dew,Lana Del Rey,0.0,positive,0.9997
546,Different,Robbie Williams,0.0,positive,0.9954
547,Different Sides,Leonard Cohen,0.0,positive,0.9523
548,Dirty Bass,"Far East Movement, Tyga",0.0,positive,0.999
549,Dirty Love (feat. Iggy Pop),"Kesha, Iggy Pop",0.0,positive,0.9964
550,Dirty Magic,The Offspring,0.0,negative,-0.9846
551,Dirty Rotten Bastards,Green Day,0.0,negative,-0.9911
552,Disconnected,Keane,0.0,negative,-0.9898
553,Disparate Youth,Santigold,0.0,positive,0.9648
554,Dissolve Me,alt-J,0.0,neutral,-0.1779
555,Dive,Usher,0.0,positive,0.994
556,Dive In,Trey Songz,1.0,positive,0.9755
557,Divide And Conquer,Shadows Fall,0.0,negative,-0.9706
558,Dividing By Zero,The Offspring,0.0,negative,-0.8807
559,Dixie Highway,"Alan Jackson, Zac Brown",0.0,positive,0.9752
560,DMT Song,"Flying Lotus, Thundercat",0.0,neutral,-0.0572
561,DNA,Little Mix,0.0,positive,0.8919
562,Do It Anyway,Ben Folds Five,0.0,positive,0.9957
563,Do It Our Way (Play),Alesha Dixon,0.0,positive,0.9935
564,Do It With a Rockstar,"Amanda Palmer, The Grand Theft Orchestra",0.0,negative,-0.9776
565,Do My Thing,"Estelle, Janelle Monáe",0.0,positive,0.9977
566,Do Something,Matthew West,0.0,negative,-0.9635
567,Do You Love Me Like You Used To?,Best Coast,0.0,negative,-0.5445
568,Do You Think About Me,Carrie Underwood,0.0,positive,0.996
569,Do You Think Of Me - Radio edit,Misha B,0.0,positive,0.9887
570,Do You...,Miguel,0.0,positive,0.9995
571,Doing It Our Way,Gloriana,0.0,positive,0.9921
572,Don't Be Scared (feat. Rick Ross),"Trey Songz, Rick Ross",0.0,positive,0.9855
573,Don't Believe Everything You Think,Lee Brice,0.0,positive,0.9849
574,Don't Blame Yourself,Sixpence None The Richer,0.0,neutral,-0.0872
575,Don't Count on the Wicked!,Billy Talent,0.0,negative,-0.8908
576,Don't Drop That Thun Thun,Finatticz,1.0,positive,0.9865
577,Don't Fail Me Now,Melanie Amaro,0.0,positive,0.9988
578,Don't Forget Your Hat,Mark Knopfler,0.0,positive,0.902
579,Don't Give Up,Kevin Rudolf,0.0,positive,0.8898
580,Don't Judge Me,Chris Brown,1.0,positive,0.9992
581,Don't Leave Me,Nelly Furtado,0.0,negative,-0.9801
582,Don't Leave Me (Ne me quitte pas),Regina Spektor,0.0,positive,0.9986
583,Don't Let Me Die,Bobby Brown,0.0,positive,0.7085
584,Don't Rush (feat. Vince Gill),"Kelly Clarkson, Vince Gill",0.0,negative,-0.661
585,Don't Save Me,HAIM,0.0,positive,0.9965
586,Don't Shoot She Cried,The Dandy Warhols,0.0,positive,0.9998
587,Don't Stop the Party (feat. TJR),"Pitbull, TJR",1.0,positive,0.999
588,Don't Take Me Back,Lukas Nelson and Promise of the Real,0.0,negative,-0.9223
589,Don't Wake Me Up,Chris Brown,1.0,positive,0.9081
590,Don't Ya,Brett Eldredge,1.0,positive,0.9874
591,Don't You Worry Child - Radio Edit,"Swedish House Mafia, John Martin",1.0,positive,0.9936
592,Doom And Gloom - Jeff Bhasker Mix,The Rolling Stones,0.0,negative,-0.9954
593,Double Lifetime,Loudon Wainwright III,0.0,positive,0.9905
594,Down,Thousand Foot Krutch,0.0,positive,0.9639
595,Down in the Woods,Richard Hawley,0.0,positive,0.9948
596,Do Ya Thing,Gorillaz Prime,0.0,negative,-0.9874
597,Dragonfly,Paul Weller,0.0,negative,-0.9943
598,Dreaming The Same Dream,No Doubt,0.0,positive,0.9928
599,Dreams And Disasters,Owl City,0.0,positive,0.8591
600,Dreams and Nightmares,Meek Mill,0.0,negative,-0.9987
601,Dreams So Real,Metric,0.0,negative,-0.9924
602,Dressin' Up,Katy Perry,0.0,positive,0.9815
603,Drifters,Paul Weller,0.0,positive,0.7657
604,Driftin' Back,"Neil Young, Crazy Horse",0.0,negative,-0.9772
605,Drink One for Me,Jason Aldean,0.0,positive,0.9363
606,Drinking from the Bottle (feat. Tinie Tempah),"Calvin Harris, Tinie Tempah",0.0,positive,0.7121
607,Drinking Side of Country,"Bucky Covington, Shooter Jennings",0.0,positive,0.8074
608,Drive By,Train,1.0,positive,0.9738
609,Drive Me,Phillip Phillips,0.0,positive,0.9664
610,Drive Me Crazy,Kip Moore,0.0,negative,-0.7546
611,Drivin’ Around Song (feat. Jason Aldean),"Colt Ford, Jason Aldean",0.0,positive,0.9903
612,Drunken Physics,Cancer Bats,0.0,positive,0.6167
613,Dull Tool,Fiona Apple,0.0,negative,-0.9217
614,Dumpster World,Band of Horses,0.0,positive,0.8772
615,Duquesne Whistle,Bob Dylan,0.0,positive,0.9913
616,Dust on My Shoes,Tanita Tikaram,0.0,positive,0.995
617,Dyslexicon,The Mars Volta,0.0,positive,0.9268
618,Eagle Song,The Staves,0.0,positive,0.9678
619,Early Roman Kings,Bob Dylan,0.0,negative,-0.9643
620,Easy Money,Bruce Springsteen,0.0,positive,0.9042
621,Edge Of Destruction,"Machine Gun Kelly, Tech N9ne, Twista",0.0,negative,-0.9997
622,Edge of Evolution,Alanis Morissette,0.0,positive,0.6652
623,Ego Music,Pet Shop Boys,0.0,positive,0.963
624,Eight of Swords,Huntress,0.0,negative,-0.9957
625,El Cerrito Place,Kenny Chesney,1.0,positive,0.9429
626,Electric Candyman,"Flying Lotus, Thom Yorke",0.0,positive,0.6908
627,Elephant (feat. Erick Morillo),"Alexandra Burke, Erick Morillo",0.0,negative,-0.5647
628,Elephant,Tame Impala,0.0,negative,-0.5868
629,Embers,Owl City,0.0,negative,-0.9888
630,Emily,MIKA,0.0,positive,0.9872
631,Emmylou,First Aid Kit,0.0,positive,0.893
632,Empathy,Alanis Morissette,0.0,neutral,0.3925
633,End of the Line,Sleigh Bells,0.0,negative,-0.9201
634,End of Time,Lacuna Coil,0.0,negative,-0.7615
635,Endless Summer,Aaron Lewis,0.0,positive,0.9869
636,Enemies,Shinedown,0.0,negative,-0.9722
637,Enemy,Nelly Furtado,0.0,negative,-0.9948
638,Enough Of No Love,"Keyshia Cole, Lil Wayne",1.0,positive,0.9948
639,Enough Said,"Drake, Aaliyah",0.0,negative,-0.9467
640,Eternity,"Paul van Dyk, Adam Young",0.0,positive,0.9877
641,Euphoria,Loreen,0.0,positive,0.9957
642,Euphoria,Usher,0.0,positive,0.9926
643,Even If,Kutless,0.0,positive,0.9972
644,Ever Enough,A Rocket To The Moon,0.0,positive,0.916
645,Every Inch Of You,The Darkness,0.0,negative,-0.6196
646,Every Night I Say a Prayer,Little Boots,0.0,positive,0.7783
647,Every Single Night,Fiona Apple,0.0,negative,-0.8385
648,Every Storm (Runs Out Of Rain),Gary Allan,1.0,positive,0.9775
649,Everybody Have A Good Time,The Darkness,0.0,positive,0.9883
650,Everyday Birthday (feat. Chris Brown & Ludacris),"Swizz Beatz, Chris Brown, Ludacris",0.0,positive,0.9973
651,Everyone Will Die,Motion City Soundtrack,0.0,negative,-0.8042
652,Everything But You,Kip Moore,0.0,positive,0.9715
653,Everything Has Changed,"Taylor Swift, Ed Sheeran",1.0,positive,0.9978
654,Everything Is Embarrassing,Sky Ferreira,0.0,positive,0.991
655,Everything Is Sound,Jason Mraz,0.0,positive,0.9935
656,Everything That I Got (Bimbo Jones Album Mix),"Kristine W, Bimbo Jones",0.0,negative,-0.995
657,Everything Wrong,Martha Wainwright,0.0,positive,0.6843
658,Exorcismic Breeding Knife,of Montreal,0.0,negative,-0.9498
659,Explode,Cover Drive,0.0,positive,0.9431
660,Explorers,Muse,0.0,positive,0.9989
661,Explosions,Ellie Goulding,1.0,positive,0.9896
662,Express Yourself,Labrinth,0.0,positive,0.9817
663,Eye On It,TobyMac,0.0,positive,0.997
664,Eyeoneye,Andrew Bird,0.0,positive,0.9801
665,Eyes Open,Taylor Swift,1.0,positive,0.6017
666,Eyez,P.O.D.,0.0,negative,-0.9903
667,Fuck Time,Green Day,0.0,negative,-0.978
668,Facemelt,Rita Ora,0.0,positive,0.8519
669,Fade Into You,"Nashville Cast, Sam Palladio, Clare Bowen",0.0,neutral,-0.4019
670,Faded,"Tyga, Lil Wayne",1.0,negative,-0.9863
671,Fading Listening,Shiny Toy Guns,0.0,negative,-0.9118
672,Failbait - Original Mix,"deadmau5, Cypress Hill",0.0,negative,-0.9996
673,Failure,Sixpence None The Richer,0.0,negative,-0.7232
674,Faith When I Fall,Kip Moore,0.0,positive,0.998
675,Faithful,Hawk Nelson,0.0,positive,0.9994
676,Fall,Justin Bieber,0.0,positive,0.9972
677,Fall From the Grace of Love,Don Felder,0.0,positive,0.9903
678,Fall In Love (feat. will.i.am),"Rita Ora, will.i.am",0.0,positive,0.9998
679,Fall Of '82,The Shins,0.0,negative,-0.6599
680,Fallen World,DragonForce,0.0,negative,-0.9969
681,Falling Free,Madonna,0.0,positive,0.9982
682,Family,Joe Walsh,0.0,positive,0.9883
683,Family,TobyMac,0.0,neutral,-0.1053
684,Fanatic,Heart,0.0,positive,0.9562
685,Far And Away,"Slash, Myles Kennedy And The Conspirators",0.0,positive,0.9855
686,Fatal Shore,Andrew Bird,0.0,negative,-0.6757
687,Father Time,Animal Collective,0.0,positive,0.9549
688,Fatty Boom Boom,Die Antwoord,0.0,negative,-0.98
689,Feather On the Clyde - Acoustic,Passenger,0.0,negative,-0.9118
690,Feel Again,OneRepublic,1.0,positive,0.7465
691,Feel Alive - Revolution Remix,"Fergie, Pitbull, DJ Poet",0.0,positive,0.9944
692,Feel Like a Rock Star (Duet with Tim McGraw),"Kenny Chesney, Tim McGraw",1.0,positive,0.7378
693,Feel That Again,Jason Aldean,0.0,positive,0.9517
694,Feel the Love (feat. John Newman),"Rudimental, John Newman",0.0,positive,0.9962
695,Feel This Moment (feat. Christina Aguilera),"Pitbull, Christina Aguilera",1.0,positive,0.9875
696,Feel To Follow,The Maccabees,0.0,neutral,0.4114
697,Feelin' Single,R. Kelly,0.0,positive,0.9924
698,Feels Good at First,Train,0.0,positive,0.9947
699,Feels So Real,Edens Edge,0.0,positive,0.9738
700,Felt,Garbage,0.0,positive,0.8809
701,Females Welcomed,"Trinidad James, Reija Lee",0.0,negative,-0.8934
702,Fiction,The xx,0.0,neutral,0.4386
703,Figure 8,Ellie Goulding,0.0,positive,0.9985
704,Figure It Out,Serj Tankian,0.0,negative,-0.9977
705,Filth Friends Unite,I See Stars,0.0,positive,0.5374
706,Finally Found You,"Enrique Iglesias, Sammy Adams",1.0,positive,0.8065
707,Find Me A Baby,Josh Turner,0.0,positive,0.9927
708,Find Our Way,Our Lady Peace,0.0,neutral,-0.4357
709,Fingers Never Bleed,Yeasayer,0.0,positive,0.989
710,Fire,Raghav,0.0,negative,-0.9979
711,Fire,Jake Bugg,0.0,negative,-0.9054
712,Fire Burns,Nicki Minaj,0.0,negative,-0.9288
713,Fire From The Sky,Shadows Fall,0.0,negative,-0.9942
714,Fire In The Henhouse,Our Lady Peace,0.0,negative,-0.9483
715,Fire Over Water (feat. Juliette Lewis),"DJ Fresh, Juliette Lewis",0.0,neutral,-0.0516
716,Fire We Make,"Alicia Keys, Maxwell",0.0,neutral,0.3612
717,Fireflies,Leona Lewis,0.0,negative,-0.9831
718,Firewood,Regina Spektor,0.0,neutral,-0.4898
719,First Kiss,A Rocket To The Moon,0.0,positive,0.9849
720,Fish Weren't Bitin,Craig Morgan,0.0,positive,0.9833
721,Fitzpleasure,alt-J,0.0,positive,0.875
722,Flaws,Bastille,0.0,neutral,0.2406
723,Flesh And Bone,The Killers,0.0,negative,-0.9829
724,Flower,Kylie Minogue,0.0,positive,0.9847
725,Flutes,Hot Chip,0.0,negative,-0.6973
726,Fly On the Wall,Thousand Foot Krutch,0.0,negative,-0.9842
727,Folk Hero Schtick,Yeasayer,0.0,negative,-0.9873
728,Follow Me,Muse,0.0,positive,0.9475
729,For A Fool,The Shins,0.0,negative,-0.9546
730,For All,Far East Movement,0.0,positive,0.9993
731,For Baltimore,All Time Low,0.0,positive,0.9796
732,For My Sake,Shinedown,0.0,positive,0.9839
733,For the Animals,The Cult,0.0,positive,0.8466
734,For The Love Of God,"Josh Turner, Ricky Skaggs",0.0,positive,0.9967
735,For The Record,Kathleen Edwards,0.0,negative,-0.7783
736,For The Rest Of My Life,Third Day,0.0,neutral,-0.4767
737,For You,Keith Urban,1.0,positive,0.9794
738,Forever,Aaron Lewis,0.0,neutral,-0.3182
739,Forever - Lindstrøm & Prins Thomas Remix,"HAIM, Prins Thomas, Lindstrøm",0.0,negative,-0.9615
740,Forever Changed,Carrie Underwood,0.0,positive,0.8622
741,Forever I've Known,The Maccabees,0.0,neutral,0.05
742,"Forget - Live from Spotify, NYC",Lianne La Havas,0.0,negative,-0.7684
743,Forgiveness,Matthew West,0.0,positive,0.9913
744,Forgiveness,"TobyMac, Lecrae",0.0,positive,0.8145
745,Forrest Gump,Frank Ocean,0.0,positive,0.9336
746,Fraction Of A Man,Jerrod Niemann,0.0,positive,0.998
747,Frank D. Fixer,Jason Mraz,0.0,positive,0.9857
748,Freak,KISS,0.0,positive,0.9644
749,Freak Like Me,Santigold,0.0,negative,-0.9253
750,Freakshow,Hinder,0.0,positive,0.9757
751,Free,Haley Reinhart,0.0,positive,0.9895
752,Free Drunk,Howler,0.0,negative,-0.8778
753,Free the House,HalfNoise,0.0,negative,-0.8591
754,Freedom,Nicki Minaj,0.0,negative,-0.9986
755,Freedom At 21,Jack White,0.0,negative,-0.7853
756,Freedom Fighter,Aerosmith,0.0,positive,0.9578
757,Friends We Won't Forget,Lee Brice,0.0,positive,0.9179
758,Front Porch Thing,Little Big Town,0.0,positive,0.9483
759,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)","A$AP Rocky, Drake, 2 Chainz, Kendrick Lamar",1.0,positive,0.9749
760,Fuji-san,Patti Smith,0.0,positive,0.9294
761,Fumble,Trey Songz,0.0,negative,-0.9914
762,Funk 50,Joe Walsh,0.0,neutral,0.128
763,Future This,The Big Pink,0.0,positive,0.9823
764,G Season (feat. Meek Mill),"T.I., Meek Mill",0.0,negative,-0.9973
765,"Gandhi Mate, Gandhi",Enter Shikari,0.0,negative,-0.9894
766,Gang Bang,Madonna,0.0,negative,-0.9998
767,Gangnam Style (강남스타일),PSY,1.0,positive,0.9657
768,Gas Pedal,"Sage The Gemini, Iamsu!",1.0,negative,-0.9944
769,Gaucho,Dave Matthews Band,0.0,positive,0.8929
770,Get Got,Toby Keith,0.0,positive,0.9667
771,Get It Over With,Rihanna,0.0,positive,0.8401
772,Get It Started (feat. Shakira),"Pitbull, Shakira",0.0,positive,0.9661
773,Get Lost,Gossip,0.0,positive,0.936
774,"Get Low (feat. Nicki Minaj, Tyga & Flo Rida)","Waka Flocka Flame, Nicki Minaj, Tyga",0.0,negative,-0.9991
775,Get Out My Head,Redlight,0.0,negative,-0.9952
776,Get Up (A Cowboys Anthem),Kelly Clarkson,0.0,negative,-0.9051
777,Get Your Shine On,Florida Georgia Line,1.0,positive,0.9845
778,Ghetto Baby,Cheryl,0.0,positive,0.9977
779,Ghetto Dreams,"2 Chainz, Scarface, John Legend",0.0,negative,-0.9958
780,Ghost Town,The Vaccines,0.0,negative,-0.9836
781,Ghosts That We Knew,Mumford & Sons,0.0,neutral,-0.3182
782,Giants,The Stranglers,0.0,positive,0.9767
783,Gimme Twice,The Royal Concept,0.0,positive,0.9659
784,Girl Gone Wild,Madonna,0.0,positive,0.999
785,Girl In The Mirror,Cheryl,0.0,negative,-0.9536
786,Girl on Fire,Alicia Keys,1.0,negative,-0.9874
787,Girls in Black,Don Felder,0.0,positive,0.9986
788,Give It All We Got Tonight,George Strait,1.0,positive,0.9881
789,Give It Up,The Big Pink,0.0,positive,0.9123
790,Give Me a Reason,Three Days Grace,0.0,positive,0.9962
791,Give Me All Your Luvin',"Madonna, Nicki Minaj, M.I.A.",1.0,positive,0.9866
792,Give Me Life,JLS,0.0,positive,0.9077
793,Give Me Love,The Used,0.0,positive,0.9809
794,Give Out,Sharon Van Etten,0.0,positive,0.7003
795,Given To The Wild (Intro),The Maccabees,0.0,neutral,0.0
796,Glass of the Microscope,Yeasayer,0.0,negative,-0.928
797,Glassheart,Leona Lewis,0.0,positive,0.997
798,Glissandra,The Smashing Pumpkins,0.0,neutral,0.1926
799,Glitters Like Gold,The Cribs,0.0,positive,0.7858
800,Gluttony,Buckcherry,0.0,positive,0.9955
801,Go Hard (La.La.La),Kreayshawn,0.0,negative,-0.9753
802,Go On...Miss Me,Gloriana,0.0,negative,-0.9946
803,Go Right Ahead,The Hives,0.0,negative,-0.9699
804,God Forsaken,Demon Hunter,0.0,negative,-0.9935
805,God from the Machine,Santigold,0.0,negative,-0.9499
806,God Help This Divorce,Miike Snow,0.0,positive,0.9797
807,God Save Rock n Roll,Kid Rock,0.0,positive,0.9972
808,God Wants Us to Wait,The Magnetic Fields,0.0,positive,0.9966
809,God With Us,Jeremy Camp,0.0,positive,0.9904
810,"God, Drugs & Sex",Anberlin,0.0,positive,0.9938
811,Gods & Monsters,Lana Del Rey,0.0,positive,0.7793
812,Goin' In,"Jennifer Lopez, Flo Rida",0.0,positive,0.995
813,Goin' To The Party,Alabama Shakes,0.0,positive,0.6409
814,Goin Down to Monte Carlo,Van Morrison,0.0,positive,0.9324
815,Going Home,Leonard Cohen,0.0,positive,0.9883
816,Going Nowhere,Little Mix,0.0,positive,0.9944
817,Gold,Owl City,0.0,positive,0.9688
818,Gold Rush,Gloriana,0.0,negative,-0.7818
819,Gold Trans Am,Kesha,0.0,positive,0.9863
820,Golden Rule,Lukas Nelson and Promise of the Real,0.0,positive,0.9734
821,Goldie,A$AP Rocky,0.0,negative,-0.9981
