title,artist,date,hit,track_id,release_date,spotify.name,spotify.artists
Party,Chris Brown Featuring Usher & Gucci Mane,2017-02-04,1,1KhljCoJ2TgDEldnnfTHHc,2017-10-31,Party (feat. Usher & Gucci Mane),"['Chris Brown', 'Usher', 'Gucci Mane']"
I Got You,Bebe Rexha,2017-02-04,1,2jB9QaPJyVdz2Q0Va8rrnU,2018-06-22,I Got You,['Bebe Rexha']
Swang,Rae Sremmurd,2017-02-04,1,6mapJIPnQ23RTAevUoE0DL,2016-08-12,Swang,['Rae Sremmurd']
Make Me (Cry),Noah Cyrus Featuring Labrinth,2017-02-04,1,2BrzlUj1u1CtvaJDGIKpsP,2016-11-15,Make Me (Cry),"['Noah Cyrus', 'Labrinth']"
Moves,Big Sean,2017-02-04,1,0Fv5N0cHBsl4bzCbollCAS,2017-02-03,Moves,['Big Sean']
Seein' Red,Dustin Lynch,2017-02-04,1,7pxhKtuTwofDIdgHx2DcVK,2017-09-08,Seein' Red,['Dustin Lynch']
Location,Khalid,2017-02-04,1,152lZdxL1OR0ZMW6KquMif,2017-04-27,Location,['Khalid']
OTW,DJ Luke Nasty,2017-02-04,1,5qi7piHIt9zwTYYBnIvfNZ,2016-05-13,OTW,['DJ Luke Nasty']
Kill A Word,Eric Church Featuring Rhiannon Giddens,2017-02-04,1,0ipcmHor30Y8p6hCd8QUVq,2015-11-11,Kill A Word,['Eric Church']
Sober Saturday Night,Chris Young Featuring Vince Gill,2017-02-04,1,081t95JRuDUrQYSS3h8iKk,2015-11-13,Sober Saturday Night (feat. Vince Gill),"['Chris Young', 'Vince Gill']"
Think A Little Less,Michael Ray,2017-02-04,1,4JjIIBNoho0V2gZjH4nEzR,2015-08-07,Think a Little Less,['Michael Ray']
Not Afraid Anymore,Halsey,2017-02-04,1,0wH7iJqYQnmUU09YGcQPHo,2017-02-10,Not Afraid Anymore,['Halsey']
Red Opps,21 Savage,2017-02-04,1,3cqZH3cqvfbV8wVbvHyPbG,2016-05-15,Red Opps,['21 Savage']
Water,Ugly God,2017-02-04,1,7EoSDrwBPUBeBEORrpvgko,2017-08-04,Water,['Ugly God']
Way Down We Go,KALEO,2017-02-04,1,0y1QJc3SJVPKJ1OvFmFqe6,2016-06-10,Way down We Go,['KALEO']
Timeless,A Boogie Wit da Hoodie Featuring DJ SPINKING,2017-02-04,1,0q5DrtpnnGpOvBy5nnPMbe,2016-10-28,Timeless (feat. DJ SPINKING),"['A Boogie Wit da Hoodie', 'DJ SpinKing']"
Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,2017-02-04,1,6habFhsOp2NvshLv26DqMb,2019-02-01,Despacito,"['Luis Fonsi', 'Daddy Yankee']"
The Weekend,Brantley Gilbert,2017-02-04,1,48tAdjG4ng2JfECa7OQujk,2017-01-27,The Weekend,['Brantley Gilbert']
Parachute,Chris Stapleton,2017-02-04,1,5jROdl6MhcmP3O7h2sVgtw,2015-05-04,Parachute,['Chris Stapleton']
Today,Brad Paisley,2017-02-04,1,1IO13V09b01gLSbmZJZ9dM,2017-04-21,Today,['Brad Paisley']
Say It,Flume Featuring Tove Lo,2017-02-04,1,5aOpzm8W8zysk4asB9hxJw,2016-05-27,Say It (feat. Tove Lo),"['Flume', 'Tove Lo']"
Not Nice,PARTYNEXTDOOR,2017-02-04,1,4STaHtfguDMkWbPEo6Fwcx,2016-08-12,Not Nice,['PARTYNEXTDOOR']
Beibs In The Trap,Travis Scott,2017-02-04,1,0ESJlaM8CE1jRWaNtwSNj8,2016-09-16,beibs in the trap,['Travis Scott']
Black,Dierks Bentley,2017-02-04,1,2lFtnEmkIPm2ClN55e2chV,2016-06-10,Black,['Dierks Bentley']
Down,Marian Hill,2017-02-04,1,5eCkuGPZNl4mISFNPgr3Dd,2016-06-24,Down,['Marian Hill']
Chained To The Rhythm,Katy Perry Featuring Skip Marley,2017-03-04,1,7qvxFz3JodM0A7xEM7k3YD,2017-06-09,Chained To The Rhythm,"['Katy Perry', 'Skip Marley']"
That's What I Like,Bruno Mars,2017-03-04,1,0KKkJNfGyhkQ5aFogxQAPU,2016-11-17,That's What I Like,['Bruno Mars']
Body Like A Back Road,Sam Hunt,2017-03-04,1,7mldq42yDuxiUNn08nvzHO,2017-02-01,Body Like A Back Road,['Sam Hunt']
Issues,Julia Michaels,2017-03-04,1,7vu0JkJh0ldukEYbTVcqd0,2017-07-28,Issues,['Julia Michaels']
Cold,Maroon 5 Featuring Future,2017-03-04,1,7gwLQ4tZ5UdZ7qNcDyJ8wr,2018-06-15,Cold (feat. Future),"['Maroon 5', 'Future']"
Bom Bidi Bom,Nick Jonas & Nicki Minaj,2017-03-04,1,4PxDHEEyHgYC6NUgqMtDFy,2017-02-10,Bom Bidi Bom,"['Nick Jonas', 'Nicki Minaj']"
Shining,DJ Khaled Featuring Beyonce & JAY Z,2017-03-04,1,7Fa5UNizycSms5jP3SQD3F,2017-06-22,Shining (feat. Beyoncé & Jay-Z),"['DJ Khaled', 'Beyoncé', 'JAY-Z']"
No Favors,Big Sean Featuring Eminem,2017-03-04,1,1MksGqIztTT6M9R1ErKVs8,2017-02-03,No Favors,"['Big Sean', 'Eminem']"
Believer,Imagine Dragons,2017-03-04,1,0pqnGHJpmpxLKifKRmU6WP,2017-06-23,Believer,['Imagine Dragons']
Guys My Age,Hey Violet,2017-03-04,1,0Xm8tw6qikotb8FAOZ2ks7,2017-06-16,Guys My Age,['Hey Violet']
Helium,Sia,2017-03-04,1,4S6fv0puLCsfYjyBTPDb9k,2017-02-10,Helium,['Sia']
Fast,Luke Bryan,2017-03-04,1,2gYiCTytrSRtuaHP1Nac6u,2015-08-07,Fast,['Luke Bryan']
Look At Me!,XXXTENTACION,2017-03-04,1,7floNISpH8VF4z4459Qo18,2017-02-20,Look At Me!,['XXXTENTACION']
In Case You Didn't Know,Brett Young,2017-03-04,1,10M2Ex445zw585Ducldzkw,2017-02-10,In Case You Didn’t Know - Commentary,['Brett Young']
Any Ol' Barstool,Jason Aldean,2017-03-04,1,4T5Z4mbTe7kuGqgLpaRtTh,2016-09-09,Any Ol' Barstool,['Jason Aldean']
Heroe Favorito,Romeo Santos,2017-03-04,1,6BdAwMv1YorLfkBWlE493X,2017-07-21,Héroe Favorito,['Romeo Santos']
Slippery,Migos Featuring Gucci Mane,2017-03-04,1,6p8NuHm8uCGnn2Dtbtf7zE,2017-01-27,Slippery (feat. Gucci Mane),"['Migos', 'Gucci Mane']"
Everything 1K,Kodak Black,2017-03-04,1,6bx1Wi1KZRkynuMTYrOhFb,2016-06-10,Everything 1k,['Kodak Black']
Everyday,Ariana Grande Featuring Future,2017-03-04,1,4RJTTrZqPFWaWACVXHkvjw,2016-05-20,Everyday,"['Ariana Grande', 'Future']"
Road Less Traveled,Lauren Alaina,2017-03-04,1,4nxgA1nvXvTkmsBY0vJV57,2017-01-27,Road Less Traveled,['Lauren Alaina']
Rolex,Ayo & Teo,2017-03-04,1,0pSBuHjILhNEo55xK1zrRt,2017-03-15,Rolex,['Ayo & Teo']
Cash Me Outside (#CashMeOutside),DJ Suede The Remix God,2017-03-04,1,1r6cyaW7yMykwSyxTuwcuM,2017-01-31,Cash Me Outside (#CashmeOutside),['DJ Suede The Remix God']
It Ain't Me,Kygo x Selena Gomez,2017-03-04,1,3BGcOYfkBUk4gsrRktvywh,,,
Yeah Boy,Kelsea Ballerini,2017-03-04,1,2WaOQWSv0D1tZNxyLvnGAI,2015-05-18,Yeah Boy,['Kelsea Ballerini']
Hurricane,Luke Combs,2017-03-04,1,6xHI9KjUjYT0FPtGO8Mxa1,2017-06-02,Hurricane,['Luke Combs']
Some Kind Of Drug,G-Eazy Featuring Marc E. Bassy,2017-03-04,1,1Bqxj0aH5KewYHKUg1IdrF,2015-12-04,Some Kind Of Drug (feat. Marc E. Bassy),"['G-Eazy', 'Marc E. Bassy']"
El Amante,Nicky Jam,2017-03-04,1,3umS4y3uQDkqekNjVpiRUs,2017-01-20,El Amante,['Nicky Jam']
Scared To Be Lonely,Martin Garrix & Dua Lipa,2017-03-04,1,3ebXMykcMXOcLeJ9xZ17XH,2017-01-27,Scared to Be Lonely,"['Martin Garrix', 'Dua Lipa']"
Tunnel Vision,Kodak Black,2017-04-01,1,4Q3N4Ct4zCuIHuZ65E3BD4,2017-03-31,Tunnel Vision,['Kodak Black']
Something Just Like This,The Chainsmokers & Coldplay,2017-04-01,1,6RUKPb4LETWmmr3iAEQktW,2017-04-07,Something Just Like This,"['The Chainsmokers', 'Coldplay']"
No Frauds,"Nicki Minaj, Drake & Lil Wayne",2017-04-01,1,7KcGEssn7BnJdTgildK5y0,2017-03-10,No Frauds,"['Nicki Minaj', 'Drake', 'Lil Wayne']"
Mask Off,Future,2017-04-01,1,0VgkVdmE4gld66l8iyGjgx,2017-06-30,Mask Off,['Future']
Stay,Zedd & Alessia Cara,2017-04-01,1,6uBhi9gBXWjanegOb2Phh0,2017-02-23,Stay,"['Zedd', 'Alessia Cara']"
Green Light,Lorde,2017-04-01,1,6ie2Bw3xLj2JcGowOlcMhb,2017-06-16,Green Light,['Lorde']
Slide,Calvin Harris Featuring Frank Ocean & Migos,2017-04-01,1,6gpcs5eMhJwax4mIfKDYQk,2017-02-24,Slide (feat. Frank Ocean & Migos),"['Calvin Harris', 'Frank Ocean', 'Migos']"
Selfish,Future Featuring Rihanna,2017-04-01,1,6yHkPtl6UQ7RjtJLBPzbJw,2017-07-27,Selfish (feat. Rihanna),"['Future', 'Rihanna']"
Perfect,Ed Sheeran,2017-04-01,1,0tgVpDi06FyKpA1z0VMD4v,2017-03-03,Perfect,['Ed Sheeran']
Regret In Your Tears,Nicki Minaj,2017-04-01,1,0j8zLbIueSkVqB3Tl6PsjA,2017-03-09,Regret In Your Tears,['Nicki Minaj']
Galway Girl,Ed Sheeran,2017-04-01,1,0afhq8XCExXpqazXczTSve,2017-03-03,Galway Girl,['Ed Sheeran']
Heavy,Linkin Park Featuring Kiiara,2017-04-01,1,104buTcnP2AsxqB7U1FIZ4,2017-05-19,Heavy (feat. Kiiara),"['Linkin Park', 'Kiiara']"
Changed It,Nicki Minaj & Lil Wayne,2017-04-01,1,63NTlJWNS65JjsE3QJYr20,2017-03-09,Changed It,"['Nicki Minaj', 'Lil Wayne']"
Chanel,Frank Ocean,2017-04-01,1,6Nle9hKrkL1wQpwNfEkxjh,2017-03-10,Chanel,['Frank Ocean']
Draco,Future,2017-04-01,1,4GkkxswcdEt1tkSyiRzgnC,2017-06-30,Draco,['Future']
Liability,Lorde,2017-04-01,1,6Kkt27YmFyIFrcX3QXFi2o,2017-06-16,Liability,['Lorde']
Losin Control,Russ,2017-04-01,1,4cxMGhkinTocPSVVKWIw0d,2017-05-05,Losin Control,['Russ']
Hometown Girl,Josh Turner,2017-04-01,1,5C6uh95eAL0RBTSGXKQwvk,2017-03-10,Hometown Girl,['Josh Turner']
Dive,Ed Sheeran,2017-04-01,1,51ChrwmUPDJvedPQnIU8Ls,2017-03-03,Dive,['Ed Sheeran']
Good Drank,2 Chainz x Gucci Mane x Quavo,2017-04-01,1,6TdaVV95VpKlBOjAXaxQ8q,,,
Happier,Ed Sheeran,2017-04-01,1,2RttW7RAu5nOAfq6YFvApB,2017-03-03,Happier,['Ed Sheeran']
Prblms,6LACK,2017-04-01,1,4AtZRwSR8BOTTQg5ihSggt,2016-11-18,PRBLMS,['6LACK']
Comin Out Strong,Future Featuring The Weeknd,2017-04-01,1,1B87ZDrD3Pno9hS4stamWO,2017-07-27,Comin Out Strong (feat. The Weeknd),"['Future', 'The Weeknd']"
Humble.,Kendrick Lamar,2017-05-06,1,7KXjTSCq5nL1LoYtL7XAwS,2017-04-14,HUMBLE.,['Kendrick Lamar']
DNA.,Kendrick Lamar,2017-05-06,1,6HZILIRieu8S0iqY8kIKhj,2017-04-14,DNA.,['Kendrick Lamar']
XO TOUR Llif3,Lil Uzi Vert,2017-05-06,1,7GX5flRQZVHRAGd6B4TmDO,2017-08-25,XO Tour Llif3,['Lil Uzi Vert']
Loyalty.,Kendrick Lamar Featuring Rihanna,2017-05-06,1,6SwRhMLwNqEi6alNPVG00n,2017-04-14,LOYALTY. FEAT. RIHANNA.,"['Kendrick Lamar', 'Rihanna']"
Element.,Kendrick Lamar,2017-05-06,1,1EaKU4dMbesXXd3BrLCtYG,2017-04-14,ELEMENT.,['Kendrick Lamar']
Love.,Kendrick Lamar Featuring Zacari,2017-05-06,1,6PGoSes0D9eUDeeAafB2As,2017-04-14,LOVE. FEAT. ZACARI.,"['Kendrick Lamar', 'Zacari']"
Sign Of The Times,Harry Styles,2017-05-06,1,5Ohxk2dO5COHF1krpoPigN,2017-05-12,Sign of the Times,['Harry Styles']
Passionfruit,Drake,2017-05-06,1,5mCPDVBb16L4XQwDdbRUpz,2017-03-18,Passionfruit,['Drake']
Yah.,Kendrick Lamar,2017-05-06,1,4BHSjbYylfOH5WAGusDyni,2017-04-14,YAH.,['Kendrick Lamar']
XXX.,Kendrick Lamar Featuring U2,2017-05-06,1,4iYRa2btalAzPZoSYfROqF,2017-04-14,XXX. FEAT. U2.,"['Kendrick Lamar', 'U2']"
Feel.,Kendrick Lamar,2017-05-06,1,2LTlO3NuNVN70lp2ZbVswF,2017-04-14,FEEL.,['Kendrick Lamar']
Pride.,Kendrick Lamar,2017-05-06,1,6IZvVAP7VPPnsGX6bvgkqg,2017-04-14,PRIDE.,['Kendrick Lamar']
The Cure,Lady Gaga,2017-05-06,1,34oB5r0lcN3fYWCs2uA1k5,2017-04-16,The Cure,['Lady Gaga']
Lust.,Kendrick Lamar,2017-05-06,1,06FCvd7rrRcF3DdvWH5Isp,2017-04-14,LUST.,['Kendrick Lamar']
Fear.,Kendrick Lamar,2017-05-06,1,23luOrEVHMfoX0AhfbQuS6,2017-04-14,FEAR.,['Kendrick Lamar']
Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,2017-05-06,1,6kex4EBAj0WHXDKZMEJaaF,2017-02-23,Swalla (feat. Nicki Minaj & Ty Dolla $ign),"['Jason Derulo', 'Nicki Minaj', 'Ty Dolla $ign']"
Blood.,Kendrick Lamar,2017-05-06,1,1n4jwRVXdkK2U34nBDUKKT,2017-04-14,BLOOD.,['Kendrick Lamar']
God.,Kendrick Lamar,2017-05-06,1,5p3NP9mQblDsVJLdfNZJ3I,2017-04-14,GOD.,['Kendrick Lamar']
Unforgettable,French Montana Featuring Swae Lee,2017-05-06,1,3B54sVLJ402zGa6Xm4YGNe,2017-07-14,Unforgettable,"['French Montana', 'Swae Lee']"
Portland,Drake Featuring Quavo & Travis Scott,2017-05-06,1,2bjwRfXMk4uRgOD9IBYl9h,2017-03-18,Portland,"['Drake', 'Quavo', 'Travis Scott']"
Duckworth.,Kendrick Lamar,2017-05-06,1,0y9uTzK9cNKSAEHnpeRG8C,2017-04-14,DUCKWORTH.,['Kendrick Lamar']
Now Or Never,Halsey,2017-05-06,1,7i2DJ88J7jQ8K7zqFX2fW8,2017-06-02,Now Or Never,['Halsey']
Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,2017-05-06,1,1f5cbQtDrykjarZVrShaDI,2017-09-29,Drowning (feat. Kodak Black),"['A Boogie Wit da Hoodie', 'Kodak Black']"
Cake,Flo Rida & 99 Percent,2017-05-06,1,6t2ubAB4iSYOuIpRAOGd4t,2016-12-16,Cake - Challenge Version,"['Flo Rida', '99 Percent']"
Good Life,G-Eazy & Kehlani,2017-05-06,1,1Eck97uRMlprKOOJN9oO1E,2017-03-16,Good Life (with G-Eazy & Kehlani),"['G-Eazy', 'Kehlani']"
Peek A Boo,Lil Yachty Featuring Migos,2017-05-06,1,1iTWoKAdilGEmit6xhQZje,2017-04-13,Peek A Boo,"['Lil Yachty', 'Migos']"
"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys,2017-05-06,1,4VFE6ZNqa8jHAmbYICoAFg,2016-08-26,"God, Your Mama, And Me","['Florida Georgia Line', 'Backstreet Boys']"
First Day Out,Tee Grizzley,2017-05-06,1,3muBQDekYAg7jm6hDu6R0Z,2017-04-07,First Day Out,['Tee Grizzley']
Black SpiderMan,Logic Featuring Damian Lemar Hudson,2017-05-06,1,7BKUWh5sdtdS17crohRe4L,2017-05-05,Black SpiderMan,"['Logic', 'Damian Lemar Hudson']"
Everyday We Lit,YFN Lucci Featuring PnB Rock,2017-05-06,1,3J8Q6aBhjpvao8BsBQ6H9Y,2017-03-03,Everyday We Lit (feat. PnB Rock),"['YFN Lucci', 'PnB Rock']"
Gyalchester,Drake,2017-05-06,1,6UjfByV1lDLW0SOVQA4NAi,2017-03-18,Gyalchester,['Drake']
Broken Halos,Chris Stapleton,2017-05-06,1,06gD2ZtK3Dzc1BYqWExQJJ,2017-05-05,Broken Halos,['Chris Stapleton']
Weak,AJR,2017-05-06,1,5DZwnLxHjWTZaz9jOpRhxb,2017-06-09,Weak,['AJR']
How Not To,Dan + Shay,2017-05-06,1,4n0xztUAbHPUV8G3NQvF30,2016-06-03,How Not To,['Dan + Shay']
You Look Good,Lady Antebellum,2017-05-06,1,1dFLowBW25EaL2OC7eKEa2,2017-06-09,You Look Good,['Lady A']
At My Best,Machine Gun Kelly Featuring Hailee Steinfeld,2017-05-06,1,77lGafvlU68CeHgB2pkHC9,2017-05-12,At My Best (feat. Hailee Steinfeld),"['Machine Gun Kelly', 'Hailee Steinfeld']"
The Night We Met,Lord Huron,2017-05-06,1,0QZ5yyl6B6utIWkxeBDxQN,2015-04-07,The Night We Met,['Lord Huron']
Craving You,Thomas Rhett Featuring Maren Morris,2017-05-06,1,2d48mamATjby7wgPjdrSOQ,2017-09-08,Craving You,"['Thomas Rhett', 'Maren Morris']"
I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",2017-06-03,1,1jYiIOC5d6soxkJP81fxq2,2017-06-22,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","['DJ Khaled', 'Justin Bieber', 'Quavo', 'Chance the Rapper', 'Lil Wayne']"
Malibu,Miley Cyrus,2017-06-03,1,1UZOjK1BwmwWU14Erba9CZ,2017-09-29,Malibu,['Miley Cyrus']
There's Nothing Holdin' Me Back,Shawn Mendes,2017-06-03,1,7JJmb5XwzOO8jgpou264Ml,2017-04-20,There's Nothing Holdin' Me Back,['Shawn Mendes']
Attention,Charlie Puth,2017-06-03,1,5cF0dROlMOK5uNZtivgu50,2018-05-11,Attention,['Charlie Puth']
Magnolia,Playboi Carti,2017-06-03,1,1e1JKLEDKP7hEQzJfNAgPl,2017-04-14,Magnolia,['Playboi Carti']
If I Told You,Darius Rucker,2017-06-03,1,4Az17HfqonKSWNsaLgTBeK,2017-10-20,If I Told You,['Darius Rucker']
Bon Appetit,Katy Perry Featuring Migos,2017-06-03,1,4rHmKlFRiFzabiVO6e9w2e,2017-06-09,Bon appétit,"['Katy Perry', 'Migos']"
Slow Hands,Niall Horan,2017-06-03,1,2cOUlop2ZakjOKe4WinesN,2017-10-20,Slow Hands,['Niall Horan']
Rollin,Calvin Harris Featuring Future & Khalid,2017-06-03,1,3FDrI0FLKzrYQiWxPhqV2W,2017-05-12,Rollin (feat. Future & Khalid),"['Calvin Harris', 'Future', 'Khalid']"
1-800-273-8255,Logic Featuring Alessia Cara & Khalid,2017-06-03,1,5tz69p7tJuGPeMGwNTxYuV,2017-05-05,1-800-273-8255,"['Logic', 'Alessia Cara', 'Khalid']"
Privacy,Chris Brown,2017-06-03,1,5kyd6oKvKmj6mWCaAaHoN4,2017-10-31,Privacy,['Chris Brown']
Human,Rag'n'Bone Man,2017-06-03,1,3erAiWBiKsbVG39cqCrsI0,,,
Wokeuplikethis*,Playboi Carti Featuring Lil Uzi Vert,2017-06-03,1,59J5nzL1KniFHnU120dQzt,2017-04-14,wokeuplikethis*,"['Playboi Carti', 'Lil Uzi Vert']"
My Girl,Dylan Scott,2017-06-03,1,3izNaTiYdotdPL0Bs76JqO,2017-08-04,My Girl,['Dylan Scott']
Bad Liar,Selena Gomez,2017-06-03,1,2fZQIJew3nkNe99s2PKzul,2017-05-18,Bad Liar,['Selena Gomez']
Every Time I Hear That Song,Blake Shelton,2017-06-03,1,0c4ICGb0jvszKj3KPR59JU,2016-05-20,Every Time I Hear That Song,['Blake Shelton']
Drinkin' Problem,Midland,2017-06-03,1,1vBpwxsLVwaR4evBIaFmqD,2017-09-22,Drinkin' Problem,['Midland']
Flatliner,Cole Swindell,2017-06-03,1,0WyFpxYlBCgH1gMXd26OOr,2016-05-06,Flatliner (feat. Dierks Bentley),"['Cole Swindell', 'Dierks Bentley']"
My Old Man,Zac Brown Band,2017-06-03,1,0jyYstiiibkN6xlS7INejg,2017-05-12,My Old Man,['Zac Brown Band']
Whatever It Takes,Imagine Dragons,2017-06-03,1,6Qn5zhYkTa37e91HC1D7lb,2017-06-23,Whatever It Takes,['Imagine Dragons']
Felices Los 4,Maluma,2017-06-03,1,1RouRzlg8OKFeqc6LvdxmB,2018-05-18,Felices los 4,['Maluma']
Thunder,Imagine Dragons,2017-06-03,1,1zB4vmk8tFRmM9UULNzbLB,2017-06-23,Thunder,['Imagine Dragons']
No Promises,Cheat Codes Featuring Demi Lovato,2017-06-03,1,5lNuqFVMca4vPupY10cH0J,2017-03-31,No Promises (feat. Demi Lovato),"['Cheat Codes', 'Demi Lovato']"
Ghost In This House,Lauren Duski,2017-06-03,1,6cl1vl6OU6RLr1C56wOn21,2017-05-24,Ghost In This House - The Voice Performance,['Lauren Duski']
Do Re Mi,blackbear,2017-06-03,1,6Se3x9ANMLv0dCDsjGmEjh,2017-04-21,do re mi,['blackbear']
Me Enamore,Shakira,2017-06-03,1,4qknM1pQz53QOyfDVTjcM9,2017-05-26,Me Enamoré,['Shakira']
2U,David Guetta Featuring Justin Bieber,2017-07-01,1,762UXiwEHYY97VL45sAUPR,2017-06-09,2U,"['David Guetta', 'Justin Bieber']"
Strip That Down,Liam Payne Featuring Quavo,2017-07-01,1,4Ro98RCK90oHqqSZUnTFq5,2017-05-18,Strip That Down,"['Liam Payne', 'Quavo']"
To The Max,DJ Khaled Featuring Drake,2017-07-01,1,2of5xn0GU0TdFneR1saRLH,2017-06-22,To the Max (feat. Drake),"['DJ Khaled', 'Drake']"
Crying In The Club,Camila Cabello,2017-07-01,1,1SJtlNRJDeYHioymcvsqev,2017-05-18,Crying in the Club,['Camila Cabello']
Swish Swish,Katy Perry Featuring Nicki Minaj,2017-07-01,1,3OtMnyUaiipcAT23A8liyi,2017-06-09,Swish Swish,"['Katy Perry', 'Nicki Minaj']"
Love Galore,SZA Featuring Travis Scott,2017-07-01,1,0q75NwOoFiARAVp4EXU4Bs,2017-06-09,Love Galore (feat. Travis Scott),"['SZA', 'Travis Scott']"
Down,Fifth Harmony Featuring Gucci Mane,2017-07-01,1,0XQHz5C8PknyrEhyrKxVKa,2017-10-29,Down (feat. Gucci Mane),"['Fifth Harmony', 'Gucci Mane']"
Yours If You Want It,Rascal Flatts,2017-07-01,1,4D4xJ4LyDXBWIf9thFSMAJ,2017-05-19,Yours If You Want It,['Rascal Flatts']
Small Town Boy,Dustin Lynch,2017-07-01,1,2YMhrXQYKkm4kXLcXKKd5z,2017-09-08,Small Town Boy,['Dustin Lynch']
No Such Thing As A Broken Heart,Old Dominion,2017-07-01,1,0OlS52TmtK2gPaEtdmr7DN,2017-08-25,No Such Thing as a Broken Heart,['Old Dominion']
Do I Make You Wanna,Billy Currington,2017-07-01,1,3I7krC8kr0gFR7P6vInR1I,2015-06-02,Do I Make You Wanna,['Billy Currington']
Butterfly Effect,Travis Scott,2017-07-01,1,2cYqizR4lgvp4Qu6IQ3qGN,2018-08-03,BUTTERFLY EFFECT,['Travis Scott']
4 AM,2 Chainz Featuring Travis Scott,2017-07-01,1,1nX9KhK3Fff27SnrIor2Yb,2017-06-16,4 AM,"['2 Chainz', 'Travis Scott']"
Most Girls,Hailee Steinfeld,2017-07-01,1,10GJQkjRJcZhGTLagFOC62,2017-04-28,Most Girls,['Hailee Steinfeld']
Escapate Conmigo,Wisin Featuring Ozuna,2017-07-01,1,1KSqYYJFyfTecXFk9M0prc,2017-12-01,Escápate Conmigo (feat. Ozuna),"['Wisin', 'Ozuna']"
Subeme La Radio,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",2017-07-01,1,7nKBxz47S9SD79N086fuhn,2017-02-24,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),"['Enrique Iglesias', 'Descemer Bueno', 'Zion & Lennox']"
Somebody Else Will,Justin Moore,2017-07-01,1,3n2A6l4UayVe3GGKCvfQWV,2016-01-01,Somebody Else Will,['Justin Moore']
Nobody Else But You,Trey Songz,2017-07-01,1,1HOUzEsetdIPSpAgRPhZQt,2017-03-24,Nobody Else but You,['Trey Songz']
What Ifs,Kane Brown Featuring Lauren Alaina,2017-07-01,1,7zVCrzzEJU7u24sbJPXA5W,2016-12-02,What Ifs (feat. Lauren Alaina),"['Kane Brown', 'Lauren Alaina']"
It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",2017-07-01,1,6H0AwSQ20mo62jGlPGB8S6,2017-06-16,It's A Vibe,"['2 Chainz', 'Ty Dolla $ign', 'Trey Songz', 'Jhené Aiko']"
Know No Better,"Major Lazer Featuring Travis Scott, Camila Cabello & Quavo",2017-07-01,1,6BKeNWeUqxmvQ09Gxd3ZGX,2017-06-01,Know No Better,"['Major Lazer', 'Travis Scott', 'Camila Cabello', 'Quavo']"
It Ain't My Fault,Brothers Osborne,2017-07-01,1,08wJ1B9yu9sPeoRa5fbpr3,2016-01-15,It Ain't My Fault,['Brothers Osborne']
Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,2017-08-05,1,45XhKYRRkyeqoW3teSOkCM,2017-06-22,Wild Thoughts (feat. Rihanna & Bryson Tiller),"['DJ Khaled', 'Rihanna', 'Bryson Tiller']"
Sorry Not Sorry,Demi Lovato,2017-08-05,1,0yvPEnB032fojLfVluFjUv,2017-09-29,Sorry Not Sorry,['Demi Lovato']
Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",2017-08-05,1,5bcTCxgc7xVfSaMV3RuVke,2017-06-30,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","['Calvin Harris', 'Pharrell Williams', 'Katy Perry', 'Big Sean', 'Funk Wav']"
Fetish,Selena Gomez Featuring Gucci Mane,2017-08-05,1,4lnAN2S1fcI0SjxEbksZVr,2017-07-13,Fetish (feat. Gucci Mane),"['Selena Gomez', 'Gucci Mane']"
Bank Account,21 Savage,2017-08-05,1,2fQrGHiQOvpL9UgPvtYy6G,2017-09-23,Bank Account,['21 Savage']
Praying,Kesha,2017-08-05,1,0jdny0dhgjUwoIp5GkqEaA,2017-08-11,Praying,['Kesha']
Rake It Up,Yo Gotti Featuring Nicki Minaj,2017-08-05,1,4knL4iPxPOZjQzTUlELGSY,2017-10-27,Rake It Up (feat. Nicki Minaj),"['Yo Gotti', 'Nicki Minaj']"
Mi Gente,J Balvin & Willy William Featuring Beyonce,2017-08-05,1,4ipnJyDU3Lq15qBAYNqlqK,2017-06-30,Mi Gente,"['J Balvin', 'Willy William']"
Versace On The Floor,Bruno Mars,2017-08-05,1,0kN8xEmgMW9mh7UmDYHlJP,2016-11-17,Versace on the Floor,['Bruno Mars']
Bodak Yellow (Money Moves),Cardi B,2017-08-05,1,7upOE5KpMztiTbytLLCtV0,,,
4:44,JAY-Z,2017-08-05,1,1gT5TGwbkkkUliNzHRIGi1,2017-07-07,4:44,['JAY-Z']
Feel It Still,Portugal. The Man,2017-08-05,1,6QgjcU0zLnzq5OrUoSZ3OK,2017-06-16,Feel It Still,['Portugal. The Man']
